,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,,,Special Teams,Special Teams,,Assists,Assists,Assists,Shot Data,Shot Data,Ice Time,Ice Time,
726,Paul Ysebaert,28,CHI,LW,15,4,5,9,4,6,1,4,0,0,1,5,0,0,23,17.4,,,ysebapa01
727,Dmitry Yushkevich,23,PHI,D,40,5,9,14,-4,47,2.7,1,3,1,1,8,1,0,80,6.3,,,yushkdm01
728,Steve Yzerman*,29,DET,C,47,12,26,38,6,40,3.4,8,4,0,1,11,15,0,134,9,,,yzermst01
729,Zarley Zalapski,26,CGY,D,48,4,24,28,9,46,4.6,3,1,0,1,18,6,0,76,5.3,,,zalapza01
730,Rob Zamuner,25,TBL,LW,43,9,6,15,-3,24,1.2,6,0,3,1,3,1,2,74,12.2,,,zamunro01
731,Valeri Zelepukin,26,NJD,LW,4,1,2,3,3,6,0.4,1,0,0,0,2,0,0,6,16.7,,,zelepva01
732,Rob Zettler,26,PHI,D,32,0,1,1,-3,34,0.8,0,0,0,0,1,0,0,17,0,,,zettlro01
733,Peter Zezel,29,DAL,C,30,6,5,11,-6,19,0.7,6,0,0,1,3,1,1,47,12.8,,,zezelpe01
734,Alex Zhamnov,24,WIN,C,48,30,35,65,5,20,7.5,21,9,0,4,19,16,0,155,19.4,,,zhamnal01
735,Alexei Zhitnik,22,TOT,D,32,4,10,14,-6,61,2.4,1,3,0,0,5,5,0,66,6.1,,,zhitnal01
735,Alexei Zhitnik,22,BUF,D,21,2,5,7,-3,34,1.5,1,1,0,0,1,4,0,33,6.1,,,zhitnal01
735,Alexei Zhitnik,22,LAK,D,11,2,5,7,-3,27,0.8,0,2,0,0,4,1,0,33,6.1,,,zhitnal01
736,Doug Zmolek,24,DAL,D,42,0,5,5,-6,67,1.5,0,0,0,0,4,1,0,28,0,,,zmoledo01
737,Rick Zombo,31,STL,D,23,1,4,5,7,24,1.2,1,0,0,1,4,0,0,18,5.6,,,zombori01
738,Sergei Zubov*,24,NYR,D,38,10,26,36,-2,18,5.5,4,6,0,0,12,13,1,116,8.6,,,zubovse01
