,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,,,Special Teams,Special Teams,,Assists,Assists,Assists,Shot Data,Shot Data,Ice Time,Ice Time,
188,Todd Elik,25,MNS,C,62,14,32,46,0,125,3.3,7,4,3,1,26,5,1,118,11.9,,,elikto01
189,Dave Ellett,27,TOR,D,79,18,33,51,-13,95,7.6,8,9,1,4,12,20,1,225,8,,,elletda01
190,Pat Elynuik,24,WIN,RW,60,25,25,50,-2,65,4.4,16,9,0,1,20,5,0,127,19.7,,,elynupa01
191,Nelson Emerson,24,STL,C,79,23,36,59,-5,66,4.1,20,3,0,2,18,18,0,143,16.1,,,emersne01
192,Bryan Erickson,31,WIN,RW,10,2,4,6,9,0,0.7,2,0,0,1,4,0,0,16,12.5,,,erickbr01
193,Jan Erixon,29,NYR,RW,46,8,9,17,13,4,1.1,7,0,1,0,9,0,0,51,15.7,,,erixoja01
194,Bob Errey,27,PIT,LW,78,19,16,35,1,119,1.9,16,0,3,1,14,0,2,122,15.6,,,erreybo01
195,Len Esau,23,TOR,D,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,,,,esaule01
196,Doug Evans,28,WIN,LW,30,7,7,14,2,68,1,6,1,0,0,2,5,0,39,17.9,,,evansdo01
197,Kevin Evans,26,SJS,LW,5,0,1,1,0,25,0,0,0,0,0,1,0,0,4,0,,,evanske01
198,Dean Evason,27,SJS,C,74,11,15,26,-22,99,0.7,10,1,0,1,11,4,0,88,12.5,,,evasode01
199,Todd Ewen,25,MTL,RW,46,1,2,3,3,130,-0.7,1,0,0,0,2,0,0,19,5.3,,,ewento01
200,Pat Falloon,19,SJS,RW,79,25,34,59,-32,16,4.1,20,5,0,1,20,14,0,181,13.8,,,fallopa01
201,Glen Featherstone,23,BOS,D,7,1,0,1,-2,20,0.3,1,0,0,0,0,0,0,8,12.5,,,feathgl01
202,Sergei Fedorov*,22,DET,C,80,32,54,86,26,72,7.7,23,7,2,5,31,20,3,249,12.9,,,fedorse01
203,Brent Fedyk,24,DET,LW,61,5,8,13,-5,42,-0.5,5,0,0,1,8,0,0,60,8.3,,,fedykbr01
204,Denny Felsner,21,STL,LW,3,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,,,felsnde01
205,Paul Fenton,32,SJS,LW,60,11,4,15,-39,33,-0.4,6,3,2,1,4,0,0,96,11.5,,,fentopa01
206,Tom Fergus,29,TOT,C,55,15,23,38,-10,21,2.5,9,6,0,3,13,10,0,103,14.6,,,ferguto01
206,Tom Fergus,29,VAN,C,44,14,20,34,1,17,2.6,8,6,0,3,12,8,0,79,17.7,,,ferguto01
206,Tom Fergus,29,TOR,C,11,1,3,4,-11,4,-0.2,1,0,0,0,1,2,0,24,4.2,,,ferguto01
207,Ray Ferraro,27,NYI,C,80,40,40,80,25,92,7.8,33,7,0,4,33,7,0,154,26,,,ferrara01
208,Viacheslav Fetisov*,33,NJD,D,70,3,23,26,11,108,4.8,3,0,0,1,17,4,2,70,4.3,,,fetisvi01
209,Jeff Finley,24,NYI,D,51,1,10,11,-6,26,1.5,1,0,0,0,6,3,1,25,4,,,finleje01
210,Steven Finn,25,QUE,D,65,4,7,11,-9,194,2.3,4,0,0,0,4,3,0,63,6.3,,,finnst01
211,Peter Fiorentino,23,NYR,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,fiorepe01
212,Tom Fitzgerald,23,NYI,C,45,6,11,17,-3,28,0.5,4,0,2,2,10,0,1,71,8.5,,,fitzgto01
213,Pat Flatley,28,NYI,RW,38,8,28,36,14,31,2.8,3,4,1,0,24,3,1,76,10.5,,,flatlpa01
214,Theoren Fleury,23,CGY,RW,80,33,40,73,0,133,6,21,11,1,6,20,20,0,225,14.7,,,fleurth01
215,Bryan Fogarty,22,QUE,D,20,3,12,15,-15,16,1,3,0,0,0,5,7,0,30,10,,,fogarbr01
216,Mike Foligno,33,TOR,RW,33,6,8,14,-3,50,0.8,4,2,0,1,6,2,0,41,14.6,,,foligmi01
217,Adam Foote,20,QUE,D,46,2,5,7,-4,44,1.6,2,0,0,0,4,1,0,55,3.6,,,footead01
218,Tomas Forslund,23,CGY,RW,38,5,9,14,-6,12,0.2,5,0,0,1,9,0,0,48,10.4,,,forslto01
219,Marc Fortier,25,QUE,C,39,5,9,14,-7,33,0.3,3,2,0,1,9,0,0,42,11.9,,,fortima01
220,Corey Foster,22,PHI,D,25,3,4,7,-14,20,0.8,2,1,0,0,2,2,0,67,4.5,,,fosteco01
221,Lou Franceschetti,33,BUF,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,franclo01
222,Ron Francis*,28,PIT,C,70,21,33,54,-7,30,3.5,15,5,1,2,21,9,3,121,17.4,,,francro01
223,Mark Freer,23,PHI,LW,50,6,7,13,-1,18,0.3,6,0,0,2,6,1,0,41,14.6,,,freerma01
224,Link Gaetz,23,SJS,D,48,6,6,12,-27,326,1.3,3,3,0,0,3,3,0,73,8.2,,,gaetzli01
225,Jody Gage,32,BUF,RW,9,0,1,1,-1,2,-0.2,0,0,0,0,0,1,0,9,0,,,gagejo01
226,Dave Gagner,27,MNS,C,78,31,40,71,-4,107,6.1,14,17,0,3,26,14,0,229,13.5,,,gagneda01
227,Gerard Gallant,28,DET,LW,69,14,22,36,16,187,2.4,10,4,0,1,21,1,0,116,12.1,,,gallage01
228,Garry Galley,28,TOT,D,77,5,27,32,-2,117,5.4,2,3,0,1,18,9,0,125,4,,,gallega01
228,Garry Galley,28,PHI,D,39,3,15,18,1,34,3,1,2,0,1,11,4,0,74,4.1,,,gallega01
228,Garry Galley,28,BOS,D,38,2,12,14,-3,83,2.3,1,1,0,0,7,5,0,51,3.9,,,gallega01
229,Johan Garpenlöv,23,TOT,LW,28,6,7,13,0,8,0.8,5,1,0,1,5,2,0,34,17.6,,,garpejo01
229,Johan Garpenlöv,23,DET,LW,16,1,1,2,2,4,-0.2,1,0,0,0,1,0,0,13,7.7,,,garpejo01
229,Johan Garpenlöv,23,SJS,LW,12,5,6,11,-2,4,1,4,1,0,1,4,2,0,21,23.8,,,garpejo01
230,Mike Gartner*,32,NYR,RW,76,40,41,81,11,55,7.7,25,15,0,6,29,12,0,286,14,,,gartnmi01
231,Stew Gavin,31,MNS,LW,35,5,4,9,0,27,0.3,4,0,1,1,3,0,1,49,10.2,,,gavinst01
232,Martin Gelinas,21,EDM,RW,68,11,18,29,14,62,1.6,10,1,0,0,16,2,0,94,11.7,,,gelinma01
233,Greg Gilbert,30,CHI,LW,50,7,5,12,-4,35,0.2,7,0,0,1,5,0,0,45,15.6,,,gilbegr01
234,Brent Gilchrist,24,MTL,C,79,23,27,50,29,57,4.7,21,2,0,3,23,4,0,146,15.8,,,gilchbr01
235,Curt Giles,33,STL,D,13,1,1,2,-3,8,0.4,1,0,0,0,1,0,0,4,25,,,gilescu01
236,Randy Gilhen,28,TOT,C,73,10,13,23,2,28,0.7,9,0,1,0,13,0,0,99,10.1,,,gilhera01
236,Randy Gilhen,28,NYR,C,40,7,7,14,5,14,0.7,7,0,0,0,7,0,0,67,10.4,,,gilhera01
236,Randy Gilhen,28,LAK,C,33,3,6,9,-3,14,0,2,0,1,0,6,0,0,32,9.4,,,gilhera01
237,Todd Gill,26,TOR,D,74,2,15,17,-22,91,3,1,1,0,0,12,2,1,82,2.4,,,gillto01
238,Paul Gillis,28,TOT,C,14,0,2,2,-3,54,-0.3,0,0,0,0,2,0,0,7,0,,,gillipa01
238,Paul Gillis,28,HAR,C,12,0,2,2,0,48,-0.1,0,0,0,0,2,0,0,6,0,,,gillipa01
238,Paul Gillis,28,CHI,C,2,0,0,0,-3,6,-0.1,0,0,0,0,0,0,0,1,0,,,gillipa01
239,Doug Gilmour*,28,TOT,C,78,26,61,87,25,78,7.6,15,10,1,4,41,19,1,168,15.5,,,gilmodo01
239,Doug Gilmour*,28,TOR,C,40,15,34,49,13,32,4.5,9,6,0,3,24,9,1,104,14.4,,,gilmodo01
239,Doug Gilmour*,28,CGY,C,38,11,27,38,12,46,3.1,6,4,1,1,17,10,0,64,17.2,,,gilmodo01
240,Matt Glennon,23,BOS,LW,3,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,2,0,,,glennma01
241,Brian Glynn,24,TOT,D,62,4,18,22,-5,30,3.4,3,0,1,0,11,7,0,82,4.9,,,glynnbr01
241,Brian Glynn,24,MNS,D,37,2,12,14,-16,24,1.6,2,0,0,0,7,5,0,53,3.8,,,glynnbr01
241,Brian Glynn,24,EDM,D,25,2,6,8,11,6,1.9,1,0,1,0,4,2,0,29,6.9,,,glynnbr01
242,Alexander Godynyuk,22,TOT,D,37,3,7,10,-14,63,1.5,2,1,0,1,7,0,0,42,7.1,,,godynal01
242,Alexander Godynyuk,22,TOR,D,31,3,6,9,-12,59,1.4,2,1,0,1,6,0,0,30,10,,,godynal01
242,Alexander Godynyuk,22,CGY,D,6,0,1,1,-2,4,0.1,0,0,0,0,1,0,0,12,0,,,godynal01
243,Michel Goulet*,31,CHI,LW,75,22,41,63,20,69,5.5,13,9,0,4,29,11,1,176,12.5,,,goulemi01
244,Dirk Graham,32,CHI,RW,80,17,30,47,-5,89,3.1,10,6,1,1,19,6,5,222,7.7,,,grahadi01
245,Tony Granato,27,LAK,LW,80,39,29,68,4,187,6.2,30,7,2,8,19,8,2,223,17.5,,,granato01
246,Adam Graves,23,NYR,LW,80,26,33,59,19,139,5,18,4,4,4,25,5,3,228,11.4,,,gravead01
247,Rick Green,35,NYI,D,4,0,0,0,-1,0,0,0,0,0,0,0,0,0,2,0,,,greenri01
248,Jeff Greenlaw,23,WSH,LW,5,0,1,1,-1,34,-0.1,0,0,0,0,1,0,0,3,0,,,greenje01
249,Randy Gregg,35,VAN,D,21,1,4,5,-3,24,1,1,0,0,0,3,1,0,19,5.3,,,greggra01
250,Mark Greig,22,HAR,RW,17,0,5,5,7,6,0.2,0,0,0,0,4,1,0,18,0,,,greigma01
251,Wayne Gretzky*,31,LAK,C,74,31,90,121,-12,34,9.4,17,12,2,2,46,42,2,215,14.4,,,gretzwa01
252,Stu Grimson,26,CHI,LW,54,2,2,4,-2,234,-0.8,2,0,0,0,2,0,0,23,8.7,,,grimsst01
253,Bill Guerin,21,NJD,RW,5,0,1,1,1,9,0,0,0,0,0,1,0,0,8,0,,,gueribi01
254,Alexei Gusarov,27,QUE,D,68,5,18,23,-9,22,3.4,2,3,0,1,12,5,1,66,7.6,,,gusaral01
255,Kevan Guy,26,CGY,D,3,0,0,0,2,2,0.2,0,0,0,0,0,0,0,3,0,,,guyke01
256,Marc Habscheid,28,CGY,LW,46,7,11,18,-11,42,0.3,5,2,0,2,6,5,0,60,11.7,,,habscma01
257,Bob Halkidis,25,TOR,D,46,3,3,6,-9,145,1.9,3,0,0,0,3,0,0,36,8.3,,,halkibo01
258,Kevin Haller,21,TOT,D,66,8,17,25,-9,92,3.9,5,3,0,1,10,7,0,85,9.4,,,halleke01
258,Kevin Haller,21,BUF,D,58,6,15,21,-13,75,2.8,4,2,0,1,8,7,0,76,7.9,,,halleke01
258,Kevin Haller,21,MTL,D,8,2,2,4,4,17,1,1,1,0,0,2,0,0,9,22.2,,,halleke01
259,Ken Hammond,28,SJS,D,46,5,10,15,-17,82,2,3,2,0,0,6,3,1,93,5.4,,,hammoke01
260,Dave Hannan,30,TOT,C,47,4,6,10,-9,64,-0.2,1,0,3,0,5,1,0,32,12.5,,,hannada01
260,Dave Hannan,30,TOR,C,35,2,2,4,-10,16,-0.6,1,0,1,0,2,0,0,24,8.3,,,hannada01
260,Dave Hannan,30,BUF,C,12,2,4,6,1,48,0.4,0,0,2,0,3,1,0,8,25,,,hannada01
261,Mark Hardy,32,NYR,D,52,1,8,9,33,65,4,1,0,0,1,8,0,0,42,2.4,,,hardyma01
262,Todd Harkins,23,CGY,C,5,0,0,0,-2,7,-0.2,0,0,0,0,0,0,0,4,0,,,harkito01
263,Mike Hartman,24,WIN,LW,75,4,4,8,-10,264,-1,4,0,0,1,4,0,0,89,4.5,,,hartmmi01
264,Derian Hatcher,19,MNS,D,43,8,4,12,7,88,3.4,8,0,0,2,4,0,0,51,15.7,,,hatchde01
265,Kevin Hatcher,25,WSH,D,79,17,37,54,18,105,8.6,8,8,1,2,14,19,4,246,6.9,,,hatchke01
266,Dale Hawerchuk*,28,BUF,C,77,23,75,98,-22,27,7,10,13,0,4,32,43,0,242,9.5,,,hawerda01
267,Greg Hawgood,23,EDM,D,20,2,11,13,19,22,2.6,2,0,0,0,8,2,1,24,8.3,,,hawgogr01
268,Todd Hawkins,25,TOR,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,hawkito01
269,Bret Hedican,21,STL,D,4,1,0,1,1,0,0.3,1,0,0,0,0,0,0,1,100,,,hedicbr01
270,Steve Heinze,22,BOS,RW,14,3,4,7,-1,6,0.4,3,0,0,2,4,0,0,29,10.3,,,heinzst01
271,Matt Hervey,23,BOS,D,16,0,1,1,-5,55,0.3,0,0,0,0,1,0,0,8,0,,,hervema01
272,Randy Hillier,31,TOT,D,36,0,1,1,-17,59,-0.1,0,0,0,0,1,0,0,23,0,,,hillira01
272,Randy Hillier,31,BUF,D,28,0,1,1,-14,48,0,0,0,0,0,1,0,0,18,0,,,hillira01
272,Randy Hillier,31,NYI,D,8,0,0,0,-3,11,0,0,0,0,0,0,0,0,5,0,,,hillira01
273,Ken Hodge,25,BOS,C,42,6,11,17,-8,10,0.5,2,3,1,3,6,4,1,62,9.7,,,hodgeke02
274,Benoit Hogue,25,TOT,LW,75,30,46,76,30,67,7.1,22,8,0,5,35,9,2,149,20.1,,,hoguebe01
274,Benoit Hogue,25,NYI,LW,72,30,45,75,30,67,7,22,8,0,5,34,9,2,143,21,,,hoguebe01
274,Benoit Hogue,25,BUF,LW,3,0,1,1,0,0,0,0,0,0,0,1,0,0,6,0,,,hoguebe01
275,Bobby Holík,21,HAR,LW,76,21,24,45,4,44,3.4,20,1,0,2,23,1,0,207,10.1,,,holikbo01
276,Ron Hoover,25,STL,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,hoovero01
277,Tony Horacek,24,TOT,LW,46,2,7,9,-7,72,-0.4,2,0,0,0,7,0,0,32,6.3,,,horacto01
277,Tony Horacek,24,PHI,LW,34,1,3,4,-9,51,-0.7,1,0,0,0,3,0,0,22,4.5,,,horacto01
277,Tony Horacek,24,CHI,LW,12,1,4,5,2,21,0.3,1,0,0,0,4,0,0,10,10,,,horacto01
278,Martin Hostak,24,PHI,C,5,0,1,1,-1,2,-0.1,0,0,0,0,1,0,0,8,0,,,hostama01
279,Doug Houda,25,HAR,D,56,3,6,9,-2,125,2.7,2,1,0,1,6,0,0,40,7.5,,,houdado01
280,Mike Hough,28,QUE,LW,61,16,22,38,-1,77,2.7,8,6,2,1,15,6,1,92,17.4,,,houghmi01
281,Bill Houlder,24,BUF,D,10,1,0,1,-2,8,0.3,1,0,0,0,0,0,0,18,5.6,,,houldbi01
282,Phil Housley*,27,WIN,D,74,23,63,86,-5,92,11.3,12,11,0,4,17,46,0,234,9.8,,,houslph01
283,Mark Howe*,36,PHI,D,42,7,18,25,18,18,5,1,6,0,0,11,7,0,63,11.1,,,howema02
284,Jiri Hrdina,34,PIT,C,56,3,13,16,4,16,-0.1,3,0,0,1,13,0,0,51,5.9,,,hrdinji01
285,Tony Hrkac,25,TOT,C,40,3,12,15,2,10,0.6,3,0,0,0,6,6,0,53,5.7,,,hrkacto01
285,Tony Hrkac,25,SJS,C,22,2,10,12,-2,4,0.6,2,0,0,0,5,5,0,31,6.5,,,hrkacto01
285,Tony Hrkac,25,CHI,C,18,1,2,3,4,6,0,1,0,0,0,1,1,0,22,4.5,,,hrkacto01
286,Charlie Huddy,32,LAK,D,56,4,19,23,-10,43,2.9,1,2,1,0,12,7,0,109,3.7,,,huddych01
287,Mike Hudson,24,CHI,C,76,14,15,29,-11,92,1.3,11,2,1,2,14,1,0,97,14.4,,,hudsomi01
288,Kerry Huffman,24,PHI,D,60,14,18,32,1,41,5.7,10,4,0,2,10,7,1,123,11.4,,,huffmke01
289,Brent Hughes,25,BOS,LW,8,1,1,2,1,38,0.1,1,0,0,1,1,0,0,10,10,,,hughebr02
290,Brett Hull*,27,STL,RW,73,70,39,109,-2,48,11.9,45,20,5,9,19,20,0,408,17.2,,,hullbr01
291,Jody Hull,22,NYR,RW,3,0,0,0,-4,2,-0.2,0,0,0,0,0,0,0,4,0,,,hulljo01
292,Dale Hunter,31,WSH,C,80,28,50,78,-2,205,6,15,13,0,4,33,17,0,110,25.5,,,hunteda02
293,Mark Hunter,29,HAR,RW,63,10,13,23,-8,159,0.8,5,5,0,0,11,2,0,92,10.9,,,huntema01
294,Tim Hunter,31,CGY,RW,30,1,3,4,2,167,-0.4,1,0,0,0,3,0,0,19,5.3,,,hunteti01
295,Gord Hynes,25,BOS,D,15,0,5,5,8,6,1.4,0,0,0,0,5,0,0,16,0,,,hynesgo01
296,Al Iafrate,25,WSH,D,78,17,34,51,1,180,7.4,11,6,0,1,22,12,0,151,11.3,,,iafraal01
297,Jeff Jackson,26,CHI,LW,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,jacksje01
298,Jaromír Jágr,19,PIT,RW,70,32,37,69,12,34,6.1,28,4,0,4,32,5,0,194,16.5,,,jagrja01
299,Craig Janney,24,TOT,C,78,18,69,87,6,22,6.4,12,6,0,2,44,25,0,127,14.2,,,jannecr01
299,Craig Janney,24,BOS,C,53,12,39,51,1,20,3.7,9,3,0,1,23,16,0,90,13.3,,,jannecr01
299,Craig Janney,24,STL,C,25,6,30,36,5,2,2.7,3,3,0,1,21,9,0,37,16.2,,,jannecr01
300,Mark Janssens,23,TOT,C,7,0,0,0,-2,5,-0.2,0,0,0,0,0,0,0,1,0,,,janssma01
300,Mark Janssens,23,NYR,C,4,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,0,,,,janssma01
300,Mark Janssens,23,MNS,C,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,,,janssma01
301,Grant Jennings,26,PIT,D,53,4,5,9,-1,104,1.7,2,0,2,2,5,0,0,35,11.4,,,jennigr01
302,Chris Jensen,28,PHI,RW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0,,,jensech01
303,Calle Johansson,24,WSH,D,80,14,42,56,2,49,7.6,7,5,2,2,15,26,1,119,11.8,,,johanca01
304,Jim Johnson,29,MNS,D,71,4,10,14,11,102,4.5,4,0,0,1,5,4,1,86,4.7,,,johnsji02
305,Greg Johnston,27,TOR,RW,3,0,1,1,-1,5,0,0,0,0,0,1,0,0,2,0,,,johnsgr01
306,Brad Jones,26,PHI,LW,48,7,10,17,-2,44,0.7,7,0,0,1,9,0,1,67,10.4,,,jonesbr01
307,Chris Joseph,22,EDM,D,7,0,0,0,-1,8,0.1,0,0,0,0,0,0,0,5,0,,,josepch01
308,Bob Joyce,25,WIN,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,joycebo01
309,Joe Juneau,24,BOS,C,14,5,14,19,6,4,1.7,3,2,0,0,6,8,0,38,13.2,,,juneajo01
310,Valeri Kamensky,25,QUE,LW,23,7,14,21,-1,14,1.6,5,2,0,1,7,7,0,42,16.7,,,kamenva01
311,Kevin Kaminski,22,QUE,C,5,0,0,0,-2,45,-0.2,0,0,0,0,0,0,0,6,0,,,kaminke01
312,Kyosti Karjalainen,24,LAK,RW,28,1,8,9,4,12,0.1,1,0,0,0,8,0,0,20,5,,,karjaky01
313,Dave Karpa,20,QUE,D,4,0,0,0,2,14,0.2,0,0,0,0,0,0,0,2,0,,,karpada01
314,Alexei Kasatonov,32,NJD,D,76,12,28,40,14,70,6.9,7,3,2,1,15,13,0,107,11.2,,,kasatal01
315,Steve Kasper,30,PHI,C,16,3,2,5,-3,10,0.2,2,0,1,0,2,0,0,13,23.1,,,kaspest01
316,Ed Kastelic,28,HAR,RW,25,1,3,4,-4,61,-0.3,1,0,0,0,3,0,0,4,25,,,kasteed01
317,Mike Keane,24,MTL,RW,67,11,30,41,16,64,3,9,2,0,2,23,6,1,116,9.5,,,keanemi01
318,Dan Keczmer,23,HAR,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,2,0,,,keczmda01
319,Dean Kennedy,29,WIN,D,18,2,4,6,2,21,1.5,2,0,0,1,4,0,0,20,10,,,kennede01
320,Sheldon Kennedy,22,DET,RW,27,3,8,11,-2,24,0.2,3,0,0,1,8,0,0,33,9.1,,,kennesh01
321,Alan Kerr,27,DET,RW,58,3,8,11,1,133,-0.6,3,0,0,1,8,0,0,41,7.3,,,kerral01
322,Tim Kerr,32,NYR,RW,32,7,11,18,-5,12,0.9,2,5,0,2,8,3,0,56,12.5,,,kerrti01
323,Dmitri Khristich,22,WSH,LW,80,36,37,73,24,35,7,21,14,1,7,23,14,0,188,19.1,,,khrisdm01
324,Darin Kimble,23,STL,RW,46,1,3,4,-3,166,-0.9,1,0,0,0,3,0,0,12,8.3,,,kimblda01
325,Derek King,24,NYI,LW,80,40,38,78,-10,46,6.7,19,21,0,6,24,14,0,189,21.2,,,kingde01
326,Kris King,25,NYR,LW,79,10,9,19,13,224,0.5,10,0,0,2,9,0,0,97,10.3,,,kingkr01
327,Kelly Kisio,32,SJS,C,48,11,26,37,-7,54,2.6,6,2,3,2,13,10,3,68,16.2,,,kisioke01
328,Trent Klatt,21,MNS,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,klatttr01
329,Jon Klemm,22,QUE,D,4,0,1,1,2,0,0.3,0,0,0,0,1,0,0,2,0,,,klemmjo01
330,Petr Klima,27,EDM,RW,57,21,13,34,-18,52,2.1,16,5,0,0,6,7,0,107,19.6,,,klimape01
331,Joe Kocur,27,NYR,RW,51,7,4,11,-4,121,-0.1,7,0,0,2,4,0,0,72,9.7,,,kocurjo01
332,Steve Konowalchuk,19,WSH,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,konowst01
333,Steve Konroyd,30,TOT,D,82,4,24,28,-1,97,5.6,3,1,0,0,18,6,0,126,3.2,,,konrost01
333,Steve Konroyd,30,CHI,D,49,2,14,16,4,65,3.7,2,0,0,0,11,3,0,70,2.9,,,konrost01
333,Steve Konroyd,30,HAR,D,33,2,10,12,-5,32,1.9,1,1,0,0,7,3,0,56,3.6,,,konrost01
334,Vladimir Konstantinov,24,DET,D,79,8,26,34,25,172,6.5,7,1,0,2,23,1,2,108,7.4,,,konstvl01
335,Dan Kordic,20,PHI,D,46,1,3,4,1,126,2,1,0,0,0,3,0,0,27,3.7,,,kordida01
336,John Kordic,26,QUE,RW,18,0,2,2,-3,115,-0.4,0,0,0,0,2,0,0,3,0,,,kordijo01
337,Vyacheslav Kozlov,19,DET,C,7,0,2,2,-2,2,-0.1,0,0,0,0,2,0,0,9,0,,,kozlovy01
338,Igor Kravchuk,25,CHI,D,18,1,8,9,-3,4,1.4,1,0,0,1,3,5,0,40,2.5,,,kravcig01
339,Mikhail Kravets,28,SJS,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,kravemi01
340,Richard Kromm,27,NYI,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,krommri01
341,Robert Kron,24,VAN,LW,36,2,2,4,-9,2,-0.7,2,0,0,0,1,1,0,49,4.1,,,kronro01
342,Uwe Krupp,26,TOT,D,67,8,29,37,13,49,5.6,6,2,0,0,18,11,0,128,6.3,,,kruppuw01
342,Uwe Krupp,26,NYI,D,59,6,29,35,13,43,5.1,4,2,0,0,18,11,0,115,5.2,,,kruppuw01
342,Uwe Krupp,26,BUF,D,8,2,0,2,0,6,0.5,2,0,0,0,0,0,0,13,15.4,,,kruppuw01
343,Paul Kruse,21,CGY,LW,16,3,1,4,1,65,0.1,3,0,0,0,1,0,0,12,25,,,krusepa01
344,Mike Krushelnyski,31,TOR,LW,72,9,15,24,-5,72,0.9,7,0,2,1,12,1,2,100,9,,,krushmi01
345,Todd Krygier,26,WSH,LW,67,13,17,30,-1,107,1.5,12,1,0,1,16,1,0,127,10.2,,,krygito01
346,Frantisek Kucera,23,CHI,D,61,3,10,13,3,36,4,2,1,0,1,5,5,0,82,3.7,,,kucerfr01
347,Bob Kudelski,27,LAK,C,80,22,21,43,-15,42,2.4,19,2,1,2,17,3,1,155,14.2,,,kudelbo01
348,Jari Kurri*,31,LAK,RW,73,23,37,60,-24,24,3.8,12,10,1,3,18,19,0,167,13.8,,,kurrija01
349,Tom Kurvers,29,NYI,D,74,9,47,56,-18,30,5.4,3,6,0,1,18,29,0,132,6.8,,,kurveto01
350,Dale Kushner,25,PHI,LW,19,3,2,5,-5,18,0,3,0,0,1,2,0,0,19,15.8,,,kushnda01
351,Nick Kypreos,25,WSH,RW,65,4,6,10,-3,206,-0.8,4,0,0,0,6,0,0,28,14.3,,,kypreni01
352,Jim Kyte,27,CGY,D,21,0,1,1,2,107,0.6,0,0,0,0,1,0,0,13,0,,,kyteji01
353,Scott Lachance,19,NYI,D,17,1,4,5,13,9,1.5,1,0,0,0,3,1,0,20,5,,,lachasc01
354,Randy Ladouceur,31,HAR,D,74,1,9,10,-1,127,3.3,1,0,0,0,9,0,0,59,1.7,,,ladoura01
355,Pat LaFontaine*,26,BUF,C,57,46,47,93,10,98,9.9,23,23,0,5,22,25,0,203,22.7,,,lafonpa01
356,Mike Lalor,28,TOT,D,79,7,10,17,25,78,5.6,7,0,0,1,10,0,0,74,9.5,,,lalormi01
356,Mike Lalor,28,WSH,D,64,5,7,12,14,64,3.8,5,0,0,1,7,0,0,54,9.3,,,lalormi01
356,Mike Lalor,28,WIN,D,15,2,3,5,11,14,1.8,2,0,0,0,3,0,0,20,10,,,lalormi01
357,Mark Lamb,27,EDM,C,59,6,22,28,4,46,1.1,4,2,0,1,19,2,1,61,9.8,,,lambma01
358,Dan Lambert,22,QUE,D,28,6,9,15,-5,22,2.1,4,2,0,0,4,5,0,42,14.3,,,lambeda01
359,Rod Langway*,34,WSH,D,64,0,13,13,11,22,3.3,0,0,0,0,9,0,4,32,0,,,langwro01
360,Rick Lanz,30,CHI,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,lanzri01
361,Claude Lapointe,23,QUE,C,78,13,20,33,-8,86,1.5,11,0,2,2,18,1,1,95,13.7,,,lapoicl01
362,Martin Lapointe,18,DET,RW,4,0,1,1,2,5,0,0,0,0,0,1,0,0,2,0,,,lapoima01
363,Peter Lappin,26,SJS,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,lappipe01
364,Igor Larionov*,31,VAN,C,72,21,44,65,7,54,5.1,8,10,3,4,30,11,3,97,21.6,,,larioig01
365,Steve Larmer,30,CHI,RW,80,29,45,74,10,65,6.5,16,11,2,3,21,21,3,292,9.9,,,larmest01
366,Guy Larose,24,TOR,C,34,9,5,14,-8,27,0.8,9,0,0,0,3,2,0,60,15,,,larosgu01
367,Jiri Latal,24,PHI,D,10,1,2,3,1,4,0.7,1,0,0,1,1,1,0,22,4.5,,,latalji01
368,Brad Lauer,25,TOT,LW,14,1,0,1,-5,6,-0.3,0,0,1,0,0,0,0,18,5.6,,,lauerbr01
368,Brad Lauer,25,NYI,LW,8,1,0,1,-2,2,-0.1,0,0,1,0,0,0,0,12,8.3,,,lauerbr01
368,Brad Lauer,25,CHI,LW,6,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,6,0,,,lauerbr01
369,Dominic Lavoie,24,STL,D,6,0,1,1,-3,10,0.1,0,0,0,0,1,0,0,11,0,,,lavoido01
370,Brian Lawton,26,SJS,LW,59,15,22,37,-25,42,2.1,8,7,0,1,9,12,1,131,11.5,,,lawtobr01
