Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,Id
169,Joey Crabb,30,FLA,RW,9,0,1,1,-2,7,-0.2,0,0,0,0,1,0,0,5,0,129,14:23,5,23,10,10,50,crabbjo01
170,Adam Cracknell,28,STL,RW,19,0,2,2,0,0,0,0,0,0,0,2,0,0,16,0,155,8:11,8,33,10,17,37,crackad01
171,Ryan Craig,32,CBJ,C,6,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,4,0,42,7:01,1,8,0,0,,craigry01
172,B.J. Crombeen,28,TBL,RW,55,3,7,10,-2,79,0.3,3,0,0,1,6,0,1,60,5,559,10:10,15,57,3,5,37.5,crombbj01
173,Sidney Crosby,26,PIT,C,80,36,68,104,18,46,13.5,25,11,0,5,41,27,0,259,13.9,1758,21:58,28,47,991,896,52.5,crosbsi01
174,Matt Cullen,37,NSH,C,77,10,29,39,4,32,3.6,9,1,0,2,21,8,0,134,7.5,1193,15:30,22,18,438,334,56.7,cullema01
175,Mark Cundari,23,CGY,D,4,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,6,0,43,10:47,4,10,0,0,,cundama01
176,Craig Cunningham,23,BOS,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,9:29,0,1,3,4,42.9,cunnicr01
177,Kevin Czuczman,23,NYI,D,13,0,2,2,-5,14,0,0,0,0,0,2,0,0,24,0,254,19:33,13,15,1,0,100,czuczke01
178,Matt D'Agostini,27,TOT,RW,57,5,7,12,-15,26,0.2,3,2,0,2,7,0,0,110,4.5,847,14:51,40,55,5,10,33.3,dagosma01
178,Matt D'Agostini,27,BUF,RW,49,5,6,11,-14,22,0.3,3,2,0,2,6,0,0,99,5.1,756,15:26,39,48,5,10,33.3,dagosma01
178,Matt D'Agostini,27,PIT,RW,8,0,1,1,-1,4,-0.1,0,0,0,0,1,0,0,11,0,91,11:20,1,7,0,0,,dagosma01
179,Jerry D'Amigo,22,TOR,RW,22,1,2,3,-1,0,0.1,1,0,0,0,2,0,0,12,8.3,177,8:03,4,23,1,3,25,damigje01
180,Stephane Da Costa,24,OTT,C,12,3,1,4,2,2,0.6,2,1,0,0,1,0,0,20,15,125,10:25,3,14,32,47,40.5,dacosst01
181,Trevor Daley,30,DAL,D,67,9,16,25,10,38,5.6,8,1,0,3,13,3,0,107,8.4,1417,21:09,94,42,0,0,,daleytr01
182,Zac Dalpe,24,VAN,C,55,4,3,7,-7,6,0.4,3,1,0,0,3,0,0,52,7.7,392,7:08,9,36,106,125,45.9,dalpeza01
183,Pavel Datsyuk,35,DET,C,45,17,20,37,1,6,4.6,11,6,0,2,14,6,0,126,13.5,912,20:16,22,30,446,389,53.4,datsypa01
184,Calvin de Haan,22,NYI,D,51,3,13,16,-7,30,2.4,2,1,0,1,11,2,0,71,4.2,1072,21:01,104,114,0,0,,dehaaca01
185,Danny DeKeyser,23,DET,D,65,4,19,23,10,30,5.1,2,1,1,0,16,3,0,84,4.8,1407,21:38,116,64,0,0,,dekeyda01
186,Michael Del Zotto,23,TOT,D,67,3,13,16,-9,18,2.7,2,1,0,0,9,4,0,90,3.3,1153,17:12,75,78,0,1,0,delzomi01
186,Michael Del Zotto,23,NYR,D,42,2,9,11,-5,10,2,1,1,0,0,5,4,0,64,3.1,745,17:45,47,50,0,0,,delzomi01
186,Michael Del Zotto,23,NSH,D,25,1,4,5,-4,8,0.7,1,0,0,0,4,0,0,26,3.8,407,16:18,28,28,0,1,0,delzomi01
187,Jason Demers,25,SJS,D,75,5,29,34,14,30,6.7,4,1,0,0,20,8,1,105,4.8,1462,19:29,107,69,0,0,,demerja01
188,Nicolas Deschamps,24,WSH,C,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0,20,6:49,0,1,0,0,,deschni01
189,David Desharnais,27,MTL,C,79,16,36,52,11,24,6.1,13,3,0,2,24,12,0,96,16.7,1359,17:12,35,23,611,591,50.8,deshada01
190,Andrew Desjardins,27,SJS,C,81,3,14,17,-8,86,0.3,3,0,0,1,14,0,0,95,3.2,903,11:09,43,103,371,304,55,desjaan01
191,Nicolas Deslauriers,22,BUF,LW,17,1,0,1,-10,18,-0.5,1,0,0,0,0,0,0,30,3.3,223,13:09,3,51,0,1,0,deslani01
192,Simon Despres,22,PIT,D,34,0,5,5,4,26,1.6,0,0,0,0,4,1,0,41,0,569,16:45,46,72,0,0,,desprsi01
193,Jamie Devane,22,TOR,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,12,5:52,0,2,0,0,,devanja01
194,Raphael Diaz,28,TOT,D,63,2,13,15,-2,16,3.1,2,0,0,0,8,4,1,68,2.9,1133,17:59,127,36,0,1,0,diazra01
194,Raphael Diaz,28,MTL,D,46,0,11,11,-4,12,2,0,0,0,0,8,2,1,41,0,869,18:54,100,20,0,1,0,diazra01
194,Raphael Diaz,28,NYR,D,11,1,1,2,5,4,1,1,0,0,0,0,1,0,18,5.6,168,15:19,20,6,0,0,,diazra01
194,Raphael Diaz,28,VAN,D,6,1,1,2,-3,0,0.2,1,0,0,0,0,1,0,9,11.1,96,15:58,7,10,0,0,,diazra01
195,Brenden Dillon,23,DAL,D,80,6,11,17,9,86,4.4,4,0,2,1,11,0,0,97,6.2,1687,21:06,148,165,0,0,,dillobr01
196,Shane Doan,37,PHX,RW,69,23,24,47,-7,34,5.3,13,10,0,4,15,9,0,167,13.8,1307,18:56,22,135,6,6,50,doansh01
197,Matt Donovan,23,NYI,D,52,2,14,16,-9,26,2,1,1,0,0,9,5,0,86,2.3,940,18:04,72,68,0,0,,donovma01
198,Derek Dorsett,27,NYR,RW,51,4,4,8,-1,128,0.4,4,0,0,0,4,0,0,67,6,562,11:02,27,102,0,3,0,dorsede01
199,Drew Doughty,24,LAK,D,78,10,27,37,17,64,9.4,4,6,0,2,16,10,1,177,5.6,2006,25:43:00,91,180,0,0,,doughdr01
200,Jake Dowell,28,MIN,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,7,7:09,0,3,2,2,50,dowelja01
201,Steve Downie,26,TOT,RW,62,4,20,24,1,106,1.6,1,3,0,1,17,3,0,88,4.5,874,14:06,18,70,4,3,57.1,downist01
201,Steve Downie,26,PHI,RW,51,3,14,17,-3,70,0.9,1,2,0,0,12,2,0,62,4.8,690,13:32,12,57,4,3,57.1,downist01
201,Steve Downie,26,COL,RW,11,1,6,7,4,36,0.7,0,1,0,1,5,1,0,26,3.8,184,16:43,6,13,0,0,,downist01
202,Nick Drazenovic,27,PIT,C,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0,10,10:18,0,1,3,1,75,drazeni01
203,Brandon Dubinsky,27,CBJ,C,76,16,34,50,5,98,5.3,10,4,2,2,26,6,2,189,8.5,1427,18:47,37,234,578,512,53,dubinbr01
204,Matt Duchene,23,COL,C,71,23,47,70,8,19,8.1,18,5,0,6,35,12,0,217,10.6,1313,18:30,44,53,532,526,50.3,duchema01
205,Mathew Dumba,19,MIN,D,13,1,1,2,-5,2,0.1,0,1,0,0,0,1,0,12,8.3,162,12:27,3,9,0,0,,dumbama01
206,Gabriel Dumont,23,MTL,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,6:50,0,3,3,5,37.5,dumonga01
207,Brian Dumoulin,22,PIT,D,6,0,1,1,1,4,0.3,0,0,0,0,1,0,0,3,0,115,19:14,8,1,0,0,,dumoubr01
208,Pascal Dupuis,34,PIT,LW,39,7,13,20,6,8,2.1,7,0,0,0,13,0,0,97,7.2,690,17:42,29,68,2,4,33.3,dupuipa01
209,Radek Dvorak,36,CAR,RW,60,4,5,9,3,41,0.6,4,0,0,2,5,0,0,52,7.7,638,10:38,25,17,6,6,50,dvorara01
210,Patrick Dwyer,30,CAR,RW,75,8,14,22,-2,14,1.7,6,0,2,2,14,0,0,134,6,1099,14:39,48,107,9,15,37.5,dwyerpa01
211,Ben Eager,30,EDM,LW,7,0,1,1,1,2,0.1,0,0,0,0,1,0,0,4,0,51,7:13,2,9,1,1,50,eagerbe01
212,Cody Eakin,22,DAL,C,81,16,19,35,-9,36,2.8,12,3,1,2,16,3,0,161,9.9,1404,17:20,58,90,581,632,47.9,eakinco01
213,Patrick Eaves,29,TOT,RW,30,2,3,5,-7,2,-0.1,1,1,0,0,1,2,0,53,3.8,338,11:16,5,43,7,8,46.7,eavespa01
213,Patrick Eaves,29,DET,RW,25,2,3,5,-4,2,0.1,1,1,0,0,1,2,0,51,3.9,289,11:33,4,38,7,8,46.7,eavespa01
213,Patrick Eaves,29,NSH,RW,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,2,0,49,9:46,1,5,0,0,,eavespa01
214,Andrew Ebbett,31,PIT,C,9,0,1,1,-4,0,-0.2,0,0,0,0,1,0,0,9,0,99,11:03,7,10,15,20,42.9,ebbetan01
215,Jordan Eberle,23,EDM,RW,80,28,37,65,-11,18,7.5,20,7,1,4,24,13,0,200,14,1564,19:33,40,51,8,13,38.1,eberljo01
216,Alexander Edler,27,VAN,D,63,7,15,22,-39,50,1.8,3,4,0,0,7,8,0,178,3.9,1467,23:17,136,112,2,1,66.7,edleral01
217,Christian Ehrhoff,31,BUF,D,79,6,27,33,-27,38,5.4,4,1,1,2,14,11,2,161,3.7,1889,23:55,119,49,0,0,,ehrhoch01
218,Mattias Ekholm,23,NSH,D,62,1,8,9,-8,10,1.4,1,0,0,0,7,0,1,58,1.7,1043,16:49,55,42,0,0,,ekholma01
219,Oliver Ekman-Larsson,22,PHX,D,80,15,29,44,-4,50,8.3,7,8,0,6,15,14,0,199,7.5,2072,25:54:00,80,134,0,1,0,ekmanol01
220,Patrik Elias,37,NJD,LW,65,18,35,53,-4,30,6.1,12,4,2,1,18,13,4,116,15.5,1162,17:53,19,26,276,401,40.8,eliaspa01
221,Lars Eller,24,MTL,C,77,12,14,26,-15,68,1.8,9,2,1,3,12,1,1,137,8.8,1229,15:58,58,130,521,458,53.2,ellerla01
222,Keaton Ellerby,25,WPG,D,51,2,4,6,4,2,1.8,1,1,0,1,4,0,0,33,6.1,709,13:55,46,76,0,0,,ellerke01
223,Stefan Elliott,23,COL,D,1,1,0,1,0,0,0.2,1,0,0,0,0,0,0,1,100,17,16:51,0,2,0,0,,elliost01
224,Matt Ellis,32,BUF,LW,50,4,2,6,-6,4,0.3,4,0,0,0,2,0,0,70,5.7,474,9:28,24,37,69,97,41.6,ellisma01
225,Ryan Ellis,23,NSH,D,80,6,21,27,9,24,5.7,6,0,0,2,15,6,0,123,4.9,1285,16:04,97,57,0,0,,ellisry01
226,Alexei Emelin,27,MTL,D,59,3,14,17,-1,59,3.6,2,1,0,0,12,2,0,58,5.2,1136,19:15,127,189,0,0,,emelial01
227,Cory Emmerton,25,DET,C,18,0,2,2,-2,4,-0.1,0,0,0,0,2,0,0,22,0,161,8:57,5,7,58,49,54.2,emmerco01
228,Deryk Engelland,31,PIT,D,56,6,6,12,-6,58,2.3,6,0,0,1,5,1,0,59,10.2,730,13:03,52,117,0,0,,engelde01
229,Tyler Ennis,24,BUF,C,80,21,22,43,-25,42,4.3,15,6,0,0,12,10,0,210,10,1508,18:51,53,89,242,383,38.7,ennisty01
230,Toby Enström,29,WPG,D,82,10,20,30,-9,56,5.2,6,4,0,3,11,9,0,106,9.4,1960,23:54,142,37,1,0,100,enstrto01
231,Martin Erat,32,TOT,RW,70,3,26,29,5,28,2,3,0,0,0,22,4,0,53,5.7,1027,14:40,25,75,97,116,45.5,eratma01
231,Martin Erat,32,WSH,RW,53,1,23,24,1,22,1.5,1,0,0,0,19,4,0,46,2.2,781,14:44,20,47,96,114,45.7,eratma01
231,Martin Erat,32,PHX,RW,17,2,3,5,4,6,0.5,2,0,0,0,3,0,0,7,28.6,246,14:28,5,28,1,2,33.3,eratma01
232,Jonathan Ericsson,29,DET,D,48,1,10,11,2,34,2.4,1,0,0,0,9,0,1,66,1.5,1020,21:15,46,91,0,0,,ericsjo01
233,Loui Eriksson,28,BOS,RW,61,10,27,37,14,6,3.9,8,2,0,2,17,9,1,115,8.7,1008,16:32,13,12,0,0,,erikslo01
234,Tim Erixon,22,CBJ,D,2,0,0,0,2,2,0.2,0,0,0,0,0,0,0,1,0,29,14:21,1,1,0,0,,erixoti01
235,John Erskine,33,WSH,D,37,1,3,4,-5,56,0.6,1,0,0,0,3,0,0,38,2.6,577,15:36,66,64,0,0,,erskijo01
236,Emerson Etem,21,ANA,LW,29,7,4,11,3,4,1.4,5,1,1,2,4,0,0,44,15.9,371,12:47,13,50,0,1,0,etemem01
237,Justin Falk,25,NYR,D,21,0,2,2,-5,20,0.1,0,0,0,0,2,0,0,10,0,252,11:59,28,39,0,0,,falkju01
238,Jesper Fast,22,NYR,RW,11,0,0,0,-5,2,-0.4,0,0,0,0,0,0,0,7,0,124,11:17,7,20,0,0,,fastje01
239,Justin Faulk,21,CAR,D,76,5,27,32,-9,37,5.4,3,2,0,1,20,6,1,152,3.3,1779,23:25,102,94,0,0,,faulkju01
240,Mark Fayne,26,NJD,D,72,4,7,11,-5,30,3.2,3,0,1,0,7,0,0,88,4.5,1318,18:19,83,77,0,0,,faynema01
241,Taylor Fedun,25,EDM,D,4,2,0,2,-1,0,0.4,2,0,0,0,0,0,0,6,33.3,49,12:13,3,1,0,0,,fedunta01
242,Eric Fehr,28,WSH,RW,73,13,18,31,0,32,3.1,13,0,0,2,16,1,1,137,9.5,1077,14:45,33,81,196,230,46,fehrer01
243,Andrew Ference,34,EDM,D,71,3,15,18,-18,63,2.4,3,0,0,1,13,2,0,77,3.9,1495,21:04,108,135,2,1,66.7,ferenan01
244,Landon Ferraro,22,DET,C,4,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,2,0,36,8:59,2,7,0,0,,ferrala01
245,Benn Ferriero,26,VAN,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,4:22,0,1,0,0,,ferribe01
246,Vernon Fiddler,33,DAL,C,76,6,17,23,3,37,1.6,6,0,0,1,14,1,2,109,5.5,1010,13:17,52,44,504,463,52.1,fiddlve01
247,Valtteri Filppula,29,TBL,C,75,25,33,58,5,20,6.8,19,6,0,2,19,14,0,131,19.1,1499,19:59,33,33,693,633,52.3,filppva01
248,Mike Fisher,33,NSH,C,75,20,29,49,-4,60,5,16,4,0,4,22,7,0,177,11.3,1482,19:45,73,144,596,550,52,fishemi01
249,Mark Fistric,27,ANA,D,34,1,4,5,9,28,1.4,1,0,0,0,4,1,0,22,4.5,524,15:24,46,145,0,0,,fistrma01
250,Tomas Fleischmann,29,FLA,LW,80,8,20,28,-18,22,1,6,2,0,1,14,5,1,188,4.3,1370,17:07,11,59,5,13,27.8,fleisto01
251,Justin Florek,23,BOS,LW,4,1,1,2,1,0,0.3,1,0,0,0,1,0,0,5,20,47,11:51,0,4,0,1,0,floreju01
252,Brian Flynn,25,BUF,C,79,6,7,13,-10,14,0.3,5,0,1,0,7,0,0,102,5.9,1139,14:25,55,51,184,205,47.3,flynnbr01
253,Marcus Foligno,22,BUF,LW,74,7,12,19,-17,82,0.8,6,0,1,3,11,1,0,79,8.9,1115,15:04,43,206,146,155,48.5,foligma01
254,Nick Foligno,26,CBJ,LW,70,18,21,39,5,96,4.8,15,3,0,5,18,3,0,111,16.2,1124,16:04,42,210,6,7,46.2,foligni01
255,Christian Folin,22,MIN,D,1,0,1,1,3,0,0.4,0,0,0,0,1,0,0,0,,19,19:26,0,1,0,0,,folinch01
256,Justin Fontaine,26,MIN,RW,66,13,8,21,6,26,2.7,12,1,0,1,7,1,0,79,16.5,809,12:15,23,9,2,0,100,fontaju01
257,Filip Forsberg,19,NSH,C,13,1,4,5,-8,4,0.1,0,1,0,0,1,3,0,20,5,148,11:24,2,6,0,0,,forsbfi01
258,Maxime Fortunus,30,DAL,D,1,0,1,1,1,0,0.2,0,0,0,0,1,0,0,0,,16,16:17,1,0,0,0,,fortuma01
259,Cam Fowler,22,ANA,D,70,6,30,36,15,14,6.1,1,4,1,2,19,11,0,100,6,1670,23:52,122,46,0,0,,fowleca01
260,Cody Franson,26,TOR,D,79,5,28,33,-20,30,3.7,4,1,0,0,11,17,0,115,4.3,1635,20:42,111,282,0,0,,fransco01
261,Johan Franzén,34,DET,RW,54,16,25,41,6,40,5.1,9,7,0,4,15,10,0,149,10.7,954,17:39,23,66,119,106,52.9,franzjo01
262,Colin Fraser,29,LAK,C,33,0,2,2,-4,30,-0.4,0,0,0,0,2,0,0,22,0,297,8:59,20,58,87,86,50.3,fraseco01
263,Mark Fraser,27,TOT,D,42,1,1,2,-15,76,-0.4,1,0,0,0,1,0,0,11,9.1,646,15:22,95,118,0,0,,frasema01
263,Mark Fraser,27,EDM,D,23,1,0,1,-7,43,0,1,0,0,0,0,0,0,5,20,356,15:30,44,52,0,0,,frasema01
263,Mark Fraser,27,TOR,D,19,0,1,1,-8,33,-0.4,0,0,0,0,1,0,0,6,0,289,15:13,51,66,0,0,,frasema01
264,Matt Fraser,23,BOS,RW,14,2,0,2,0,10,0.2,2,0,0,0,0,0,0,13,15.4,135,9:39,5,10,1,1,50,frasema02
265,Matt Frattin,26,TOT,RW,44,2,5,7,-4,11,0,1,1,0,0,4,1,0,61,3.3,529,12:01,11,85,2,2,50,frattma01
265,Matt Frattin,26,LAK,RW,40,2,4,6,-6,11,-0.1,1,1,0,0,3,1,0,60,3.3,479,11:59,10,78,2,2,50,frattma01
265,Matt Frattin,26,CBJ,RW,4,0,1,1,2,0,0.1,0,0,0,0,1,0,0,1,0,49,12:22,1,7,0,0,,frattma01
266,Michael Frolik,25,WPG,RW,81,15,27,42,8,12,4.3,14,1,0,2,25,1,1,189,7.9,1351,16:40,51,41,43,25,63.2,frolimi01
267,Marián Gáborík,31,TOT,RW,41,11,19,30,7,10,3.8,10,1,0,0,13,6,0,103,10.7,697,17:00,10,15,0,2,0,gaborma01
267,Marián Gáborík,31,CBJ,RW,22,6,8,14,0,6,1.7,6,0,0,0,6,2,0,47,12.8,361,16:25,5,5,0,0,,gaborma01
267,Marián Gáborík,31,LAK,RW,19,5,11,16,7,4,2.2,4,1,0,0,7,4,0,56,8.9,336,17:42,5,10,0,2,0,gaborma01
268,Sam Gagner,24,EDM,C,67,10,27,37,-29,41,2.1,9,1,0,1,20,6,1,143,7,1231,18:23,34,33,451,512,46.8,gagnesa01
269,Alex Galchenyuk,19,MTL,C,65,13,18,31,-12,26,3,10,3,0,2,11,7,0,110,11.8,936,14:24,25,49,5,10,33.3,galchal01
270,T.J. Galiardi,25,CGY,LW,62,4,13,17,-13,21,0.4,3,0,1,0,12,0,1,100,4,906,14:37,43,77,62,93,40,galiatj01
271,Brendan Gallagher,21,MTL,RW,81,19,22,41,4,73,5,11,8,0,0,21,1,0,211,9,1293,15:58,36,38,47,81,36.7,gallabr01
272,Brett Gallant,25,NYI,LW,4,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,28,6:53,0,9,0,0,,gallabr02
273,Ryan Garbutt,28,DAL,LW,75,17,15,32,10,106,4.2,15,0,2,1,15,0,0,165,10.3,980,13:04,47,141,4,6,40,garbury01
274,Jake Gardiner,23,TOR,D,80,10,21,31,-3,19,5.6,7,2,1,1,12,9,0,136,7.4,1686,21:05,87,108,0,0,,gardija01
275,Jason Garrison,29,VAN,D,81,7,26,33,-5,57,6.3,2,4,1,1,13,11,2,181,3.9,1693,20:54,128,58,0,0,,garrija01
276,Johnny Gaudreau,20,CGY,LW,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,1,100,15,15:11,0,0,0,0,,gaudrjo01
277,Cameron Gaunce,23,DAL,D,9,0,0,0,1,7,0.2,0,0,0,0,0,0,0,9,0,125,13:50,4,11,0,0,,gauncca01
278,Paul Gaustad,31,NSH,C,75,10,11,21,-6,61,1.4,10,0,0,0,11,0,0,74,13.5,1036,13:48,55,122,696,504,58,gaustpa01
279,Luke Gazdic,24,EDM,LW,67,2,2,4,-8,127,-0.3,2,0,0,0,2,0,0,30,6.7,389,5:48,22,103,3,0,100,gazdilu01
280,Eric Gelinas,22,NJD,D,60,7,22,29,-3,22,5.3,2,5,0,2,10,12,0,124,5.6,1015,16:55,20,99,0,0,,geliner01
281,Nathan Gerbe,26,CAR,C,81,16,15,31,-6,36,3.1,11,3,2,1,11,4,0,221,7.2,1329,16:24,15,53,2,4,33.3,gerbena01
282,Ryan Getzlaf,28,ANA,C,77,31,56,87,28,31,11.2,26,5,0,7,38,18,0,204,15.2,1639,21:17,87,110,692,719,49,getzlry01
283,Brian Gibbons,25,PIT,C,41,5,12,17,5,6,1.9,4,1,0,0,11,0,1,29,17.2,490,11:57,19,24,9,13,40.9,gibbobr02
284,Tom Gilbert,31,FLA,D,73,3,25,28,-5,18,4.4,1,2,0,1,21,4,0,93,3.2,1558,21:20,95,59,0,0,,gilbeto01
285,Hal Gill,38,PHI,D,6,0,0,0,0,2,0.1,0,0,0,0,0,0,0,1,0,89,14:51,6,7,0,0,,gillha01
286,Matt Gilroy,29,FLA,D,16,1,1,2,-2,6,0.4,1,0,0,0,1,0,0,27,3.7,260,16:15,18,5,0,0,,gilroma01
287,Brian Gionta,35,MTL,RW,81,18,22,40,1,22,4.4,16,2,0,3,16,5,1,184,9.8,1446,17:51,52,46,23,37,38.3,giontbr01
288,Stephen Gionta,30,NJD,RW,66,4,7,11,-8,18,0.2,3,0,1,1,7,0,0,89,4.5,822,12:28,25,113,238,343,41,giontst01
289,Mark Giordano,30,CGY,D,64,14,33,47,12,63,9.8,7,7,0,2,17,13,3,180,7.8,1615,25:14:00,103,73,0,0,,giordma01
290,Dan Girardi,29,NYR,D,81,5,19,24,6,16,6.1,4,1,0,0,15,2,2,100,5,1873,23:07,174,191,0,0,,girarda01
291,Zemgus Girgensons,20,BUF,C,70,8,14,22,-6,14,1.8,7,0,1,1,13,0,1,115,7,1072,15:19,43,161,100,140,41.7,girgeze01
292,Claude Giroux,26,PHI,C,82,28,58,86,7,46,10.2,21,7,0,7,28,30,0,223,12.6,1676,20:26,46,90,931,829,52.9,giroucl01
293,Tanner Glass,30,PIT,LW,67,4,9,13,-8,90,0.2,4,0,0,0,9,0,0,56,7.1,790,11:47,57,247,9,10,47.4,glassta01
294,Tim Gleason,31,TOT,D,56,1,5,6,-21,65,-0.3,1,0,0,0,5,0,0,43,2.3,931,16:38,88,156,0,0,,gleasti01
294,Tim Gleason,31,TOR,D,39,1,4,5,-14,55,-0.1,1,0,0,0,4,0,0,28,3.6,661,16:57,69,108,0,0,,gleasti01
294,Tim Gleason,31,CAR,D,17,0,1,1,-7,10,-0.2,0,0,0,0,1,0,0,15,0,270,15:54,19,48,0,0,,gleasti01
295,Curtis Glencross,31,CGY,LW,38,12,12,24,-11,12,2.5,9,3,0,2,7,5,0,77,15.6,669,17:37,27,59,14,27,34.1,glenccu01
296,Luke Glendening,24,DET,C,56,1,6,7,-8,22,-0.8,1,0,0,0,6,0,0,54,1.9,779,13:55,38,92,329,349,48.5,glendlu01
297,Marcel Goc,30,TOT,C,74,11,14,25,-7,35,1.7,11,0,0,1,12,2,0,117,9.4,1208,16:20,43,119,658,575,53.4,gocma01
297,Marcel Goc,30,FLA,C,62,11,12,23,-7,31,1.8,11,0,0,1,10,2,0,105,10.5,1053,16:59,41,103,576,514,52.8,gocma01
297,Marcel Goc,30,PIT,C,12,0,2,2,0,4,0,0,0,0,0,2,0,0,12,0,155,12:55,2,16,82,61,57.3,gocma01
298,Alex Goligoski,28,DAL,D,81,6,36,42,9,28,7.4,3,3,0,0,24,12,0,141,4.3,1969,24:19:00,153,92,0,1,0,goligal01
299,Cody Goloubef,24,CBJ,D,5,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,49,9:49,7,3,0,0,,golouco01
300,Scott Gomez,34,FLA,C,46,2,10,12,-11,24,0.1,2,0,0,0,8,2,0,56,3.6,604,13:08,16,16,239,276,46.4,gomezsc01
301,Sergei Gonchar,39,DAL,D,76,2,20,22,-12,20,2.5,1,1,0,1,7,13,0,89,2.2,1338,17:37,80,70,0,0,,gonchse01
302,Boyd Gordon,30,EDM,C,74,8,13,21,-15,20,0.9,6,1,1,1,9,3,1,80,10,1092,14:45,89,27,843,649,56.5,gordobo01
303,Josh Gorges,29,MTL,D,66,1,13,14,6,12,3.9,1,0,0,0,11,1,1,35,2.9,1402,21:15,177,97,0,1,0,gorgejo01
304,Brandon Gormley,21,PHX,D,5,0,0,0,4,2,0.4,0,0,0,0,0,0,0,4,0,73,14:33,8,5,0,0,,gormlbr01
305,Michael Grabner,26,NYI,RW,64,12,14,26,-10,12,2.3,9,0,3,2,14,0,0,137,8.8,908,14:12,25,68,7,8,46.7,grabnmi01
306,Mikhail Grabovski,30,WSH,C,58,13,22,35,6,26,4,10,3,0,1,17,5,0,81,16,914,15:45,22,19,346,295,54,grabomi01
307,Petter Granberg,21,TOR,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,11:46,1,3,0,0,,granbpe01
308,Markus Granlund,20,CGY,C,7,2,1,3,2,0,0.5,1,0,1,0,1,0,0,9,22.2,85,12:05,1,3,28,26,51.9,granlma01
309,Mikael Granlund,21,MIN,C,63,8,33,41,-3,22,3.5,6,2,0,2,23,10,0,104,7.7,1091,17:19,46,38,415,374,52.6,granlmi01
310,Alex Grant,25,ANA,D,2,2,0,2,3,2,0.7,2,0,0,0,0,0,0,2,100,24,12:11,0,1,0,0,,grantal01
311,Derek Grant,23,OTT,C,20,0,2,2,-3,4,-0.3,0,0,0,0,2,0,0,31,0,191,9:34,11,32,79,71,52.7,grantde01
312,Denis Grebeshkov,30,EDM,D,7,0,1,1,0,2,0.2,0,0,0,0,1,0,0,3,0,96,13:41,9,3,0,0,,grebede01
313,Mike Green,28,WSH,D,70,9,29,38,-16,64,5.2,6,3,0,2,17,12,0,172,5.2,1591,22:44,107,62,0,0,,greenmi03
314,Andy Greene,31,NJD,D,82,8,24,32,3,32,7.7,5,3,0,3,12,10,2,134,6,2015,24:35:00,129,87,0,0,,greenan01
315,Matt Greene,30,LAK,D,38,2,4,6,6,47,2.2,2,0,0,0,4,0,0,38,5.3,604,15:53,59,118,0,1,0,greenma01
316,Colin Greening,27,OTT,C,76,6,11,17,-15,41,-0.1,4,2,0,1,10,1,0,108,5.6,1045,13:45,30,225,22,37,37.3,greenco01
317,Mikhail Grigorenko,19,BUF,C,18,2,1,3,-3,2,0.2,2,0,0,0,0,1,0,20,10,206,11:26,5,6,53,50,51.5,grigomi01
318,Nicklas Grossmann,29,PHI,D,78,1,13,14,-6,55,2.2,1,0,0,0,12,0,1,71,1.4,1491,19:07,174,189,0,0,,grossni01
319,Eric Gryba,25,OTT,D,57,2,9,11,9,64,2.7,2,0,0,0,8,0,1,57,3.5,999,17:31,60,161,0,0,,grybaer01
320,Radko Gudas,23,TBL,D,73,3,19,22,2,152,3.8,2,1,0,1,16,3,0,114,2.6,1396,19:08,138,273,0,0,,gudasra01
321,Erik Gudbranson,22,FLA,D,65,3,6,9,-7,114,1.7,3,0,0,0,5,1,0,92,3.3,1169,17:59,91,158,0,0,,gudbrer01
322,Nate Guenin,31,COL,D,68,1,8,9,3,46,1.9,1,0,0,0,8,0,0,52,1.9,1175,17:17,128,119,0,0,,guenina01
323,Carl Gunnarsson,27,TOR,D,80,3,14,17,12,34,4.3,3,0,0,1,13,1,0,48,6.3,1553,19:25,176,166,0,0,,gunnaca01
324,Erik Gustafsson,25,PHI,D,31,2,8,10,7,6,2.3,2,0,0,0,6,2,0,30,6.7,543,17:31,50,11,0,0,,gustaer01
