,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,,,Special Teams,Special Teams,,Assists,Assists,Assists,Shot Data,Shot Data,Ice Time,Ice Time,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,Id
623,Joe Sacco,29,NYI,RW,73,3,0,3,-24,45,-1.4,2,0,1,2,0,0,0,84,3.6,729,9:59,saccojo01
624,Joe Sakic*,29,COL,C,73,41,55,96,23,29,11.6,24,12,5,6,32,22,1,255,16.1,1868,25:35:00,sakicjo01
625,Ruslan Salei,24,MDA,D,74,2,14,16,1,65,4.1,1,1,0,0,6,8,0,123,1.6,1632,22:03,saleiru01
626,Sami Salo,24,OTT,D,61,7,12,19,20,24,5.5,5,2,0,1,6,6,0,106,6.6,1202,19:42,salosa01
627,Sergei Samsonov,20,BOS,LW,79,25,26,51,-6,18,5.8,19,6,0,8,16,10,0,160,15.6,1294,16:23,samsose01
628,Kjell Samuelsson,40,TBL,D,46,1,4,5,-6,38,1.2,1,0,0,0,3,0,1,22,4.5,856,18:37,samuekj01
629,Ulf Samuelsson,34,TOT,D,71,4,8,12,5,99,3.8,4,0,0,0,6,2,0,39,10.3,1443,20:19,samueul01
629,Ulf Samuelsson,34,NYR,D,67,4,8,12,6,93,3.8,4,0,0,0,6,2,0,37,10.8,1372,20:29,samueul01
629,Ulf Samuelsson,34,DET,D,4,0,0,0,-1,6,0,0,0,0,0,0,0,0,2,0,70,17:32,samueul01
630,Geoff Sanderson,26,BUF,LW,75,12,18,30,8,22,3.1,11,1,0,1,13,5,0,155,7.7,969,12:55,sandege01
631,Tomas Sandström,34,MDA,RW,58,15,17,32,-5,42,3.2,8,7,0,2,12,5,0,107,14,1007,17:22,sandsto01
632,Yves Sarault,26,OTT,LW,11,0,1,1,1,4,0,0,0,0,0,1,0,0,7,0,80,7:15,sarauyv01
633,Cory Sarich,20,BUF,D,4,0,0,0,3,0,0.3,0,0,0,0,0,0,0,2,0,53,13:11,saricco01
634,Miroslav Satan,24,BUF,LW,81,40,26,66,24,44,9.1,24,13,3,6,18,8,0,208,19.2,1686,20:49,satanmi01
635,Andre Savage,23,BOS,C,6,1,0,1,2,0,0.2,1,0,0,0,0,0,0,8,12.5,57,9:31,savagan01
636,Brian Savage,27,MTL,LW,54,16,10,26,-14,20,2.6,11,5,0,4,7,3,0,124,12.9,891,16:30,savagbr01
637,Marc Savard,21,NYR,C,70,9,36,45,-7,38,3.7,5,4,0,1,21,15,0,116,7.8,1021,14:35,savarma01
638,Ryan Savoia,25,PIT,C,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,7,2:27,savoiry01
639,Dave Scatchard,22,VAN,C,82,13,13,26,-12,140,1.9,11,0,2,2,9,1,3,130,10,1129,13:46,scatcda01
640,Peter Schaefer,21,VAN,LW,25,4,4,8,-1,8,0.7,3,1,0,1,3,1,0,24,16.7,334,13:21,schaepe01
641,Mathieu Schneider,29,NYR,D,75,10,24,34,-19,71,5.3,5,5,0,2,9,15,0,159,6.3,1844,24:35:00,schnema01
642,Ray Schultz,22,NYI,D,4,0,0,0,-2,7,-0.1,0,0,0,0,0,0,0,2,0,61,15:21,schulra01
643,Teemu Selänne*,28,MDA,RW,75,47,60,107,18,30,14.3,22,25,0,7,31,29,0,281,16.7,1709,22:47,selante01
644,Alex Selivanov,27,TOT,RW,72,14,19,33,-8,42,2.9,12,2,0,1,10,9,0,177,7.9,1067,14:49,selival01
644,Alex Selivanov,27,TBL,RW,43,6,13,19,-8,18,1.3,5,1,0,0,7,6,0,120,5,677,15:44,selival01
644,Alex Selivanov,27,EDM,RW,29,8,6,14,0,24,1.6,7,1,0,1,3,3,0,57,14,391,13:28,selival01
645,Jeff Serowik,32,PIT,D,26,0,6,6,-4,16,0.6,0,0,0,0,3,3,0,26,0,414,15:56,serowje01
646,Brent Severyn,32,DAL,LW,30,1,2,3,-2,50,0.1,1,0,0,0,2,0,0,22,4.5,154,5:07,severbr01
647,Brendan Shanahan*,30,DET,LW,81,31,27,58,2,123,6.7,26,5,0,5,14,11,2,288,10.8,1419,17:31,shanabr01
648,Darryl Shannon,30,BUF,D,71,3,12,15,28,52,5.4,2,1,0,0,10,2,0,80,3.8,1432,20:10,shannda01
649,Jeff Shantz,25,TOT,C,76,13,17,30,14,44,2.8,11,1,1,3,16,0,1,82,15.9,1265,16:38,shantje01
649,Jeff Shantz,25,CGY,C,69,12,17,29,15,40,2.8,10,1,1,3,16,0,1,77,15.6,1158,16:47,shantje01
649,Jeff Shantz,25,CHI,C,7,1,0,1,-1,4,0,1,0,0,0,0,0,0,5,20,107,15:14,shantje01
650,Vadim Sharifijanov,23,NJD,RW,53,11,16,27,11,28,3.1,10,1,0,2,10,4,2,71,15.5,723,13:39,shariva01
651,Brad Shaw,34,TOT,D,16,0,0,0,0,8,0.3,0,0,0,0,0,0,0,15,0,220,13:44,shawbr01
651,Brad Shaw,34,STL,D,12,0,0,0,0,4,0.2,0,0,0,0,0,0,0,10,0,148,12:21,shawbr01
651,Brad Shaw,34,WSH,D,4,0,0,0,0,4,0.1,0,0,0,0,0,0,0,5,0,71,17:52,shawbr01
652,Ray Sheppard,32,CAR,RW,74,25,33,58,4,16,6.6,20,5,0,4,25,8,0,188,13.3,1347,18:12,sheppra01
653,Mike Sillinger,27,TOT,C,79,8,5,13,-29,36,-0.5,6,0,2,0,5,0,0,92,8.7,1021,12:55,sillimi01
653,Mike Sillinger,27,TBL,C,54,8,2,10,-20,28,0,6,0,2,0,2,0,0,69,11.6,753,13:57,sillimi01
653,Mike Sillinger,27,PHI,C,25,0,3,3,-9,8,-0.5,0,0,0,0,3,0,0,23,0,268,10:42,sillimi01
654,Jon Sim,21,DAL,C,7,1,0,1,1,12,0.1,1,0,0,0,0,0,0,8,12.5,80,11:26,simjo01
655,Chris Simon,27,WSH,LW,23,3,7,10,-4,48,0.8,3,0,0,0,7,0,0,29,10.3,279,12:08,simonch01
656,Reid Simpson,29,CHI,LW,53,5,4,9,2,145,1,4,1,0,0,4,0,0,23,21.7,314,5:56,simpsre01
657,Todd Simpson,25,CGY,D,73,2,8,10,18,151,3.4,2,0,0,0,7,0,1,52,3.8,1264,17:19,simpsto01
658,Jarrod Skalde,27,SJS,C,17,1,1,2,-6,4,-0.2,1,0,0,0,1,0,0,17,5.9,172,10:07,skaldja01
659,Andrei Skopintsev,27,TBL,D,19,1,1,2,1,10,0.7,1,0,0,0,1,0,0,17,5.9,306,16:05,skopian01
660,Karlis Skrastins,24,NSH,D,2,0,1,1,0,0,0.1,0,0,0,0,1,0,0,0,,24,11:47,skraska01
661,Pavel Skrbek,20,PIT,D,4,0,0,0,2,2,0.2,0,0,0,0,0,0,0,1,0,57,14:21,skrbepa01
662,Brian Skrudland,35,DAL,C,40,4,1,5,2,33,0.5,4,0,0,1,0,0,1,33,12.1,377,9:25,skrudbr01
663,John Slaney,26,NSH,D,46,2,12,14,-12,14,1.4,2,0,0,1,5,6,1,84,2.4,950,20:39,slanejo01
664,Jiri Slegr,27,PIT,D,63,3,20,23,13,86,4.4,2,1,0,0,18,0,2,91,3.3,1178,18:42,slegrji01
665,Blake Sloan,23,DAL,RW,14,0,0,0,-1,10,-0.2,0,0,0,0,0,0,0,7,0,126,9:01,sloanbl01
666,Richard Smehlik,29,BUF,D,72,3,11,14,-9,44,2.6,3,0,0,0,10,1,0,61,4.9,1572,21:50,smehlri01
667,Brandon Smith,25,BOS,D,5,0,0,0,2,0,0.2,0,0,0,0,0,0,0,2,0,48,9:38,smithbr04
668,Dan Smith,22,COL,D,12,0,0,0,5,9,0.5,0,0,0,0,0,0,0,6,0,147,12:14,smithda02
669,Geoff Smith,29,NYR,D,4,0,0,0,-5,2,-0.3,0,0,0,0,0,0,0,0,,60,14:56,smithge01
670,Jason Smith,25,TOT,D,72,3,12,15,-9,51,1.3,3,0,0,0,12,0,0,68,4.4,1296,18:00,smithja01
670,Jason Smith,25,TOR,D,60,2,11,13,-9,40,0.8,2,0,0,0,11,0,0,53,3.8,1051,17:31,smithja01
670,Jason Smith,25,EDM,D,12,1,1,2,0,11,0.5,1,0,0,0,1,0,0,15,6.7,245,20:26,smithja01
671,Steve Smith,35,CGY,D,69,1,14,15,3,80,2.9,1,0,0,0,12,2,0,42,2.4,1556,22:33,smithst05
672,Bryan Smolinski,27,NYI,C,82,16,24,40,-7,49,3.3,9,7,0,3,16,8,0,223,7.2,1584,19:19,smolibr01
673,Brad Smyth,25,NSH,RW,3,0,0,0,-1,6,-0.1,0,0,0,0,0,0,0,5,0,30,9:54,smythbr01
674,Ryan Smyth,22,EDM,LW,71,13,18,31,0,62,2.8,7,6,0,2,12,6,0,161,8.1,1025,14:26,smythry01
675,Martin Sonnenberg,21,PIT,LW,44,1,1,2,-2,19,-0.1,1,0,0,0,1,0,0,12,8.3,176,4:00,sonnema01
676,Brent Sopel,22,VAN,D,5,1,0,1,-1,4,0.2,0,1,0,0,0,0,0,5,20,60,11:58,sopelbr01
677,Lee Sorochan,23,CGY,D,2,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,5,0,31,15:43,sorocle01
678,Sheldon Souray,22,NJD,D,70,1,7,8,5,110,2.1,1,0,0,0,7,0,0,101,1,1045,14:56,sourash01
679,Jaroslav Spacek,24,FLA,D,63,3,12,15,15,28,4.1,0,2,1,0,9,2,1,92,3.3,1225,19:27,spaceja01
680,Corey Spring,27,TBL,RW,8,0,1,1,0,2,0,0,0,0,0,1,0,0,6,0,44,5:32,sprinco01
681,Martin St. Louis*,23,CGY,C,13,1,1,2,-2,10,0,1,0,0,0,0,1,0,14,7.1,107,8:15,stlouma01
682,Steve Staios,25,VAN,RW,57,0,2,2,-12,54,-0.9,0,0,0,0,2,0,0,33,0,392,6:53,staiost01
683,Mike Stapleton,32,PHX,C,76,9,9,18,-6,34,0.9,7,0,2,2,7,2,0,106,8.5,1039,13:40,staplmi01
684,Ron Stern,32,SJS,RW,78,7,9,16,-3,158,0.9,6,1,0,2,9,0,0,94,7.4,906,11:37,sternro01
685,Kevin Stevens,33,NYR,LW,81,23,20,43,-10,64,4.5,15,8,0,3,14,6,0,136,16.9,1231,15:12,steveke01
686,Scott Stevens*,34,NJD,D,75,5,22,27,29,64,6.9,5,0,0,1,19,0,3,111,4.5,1814,24:11:00,stevesc01
687,Turner Stevenson,26,MTL,RW,69,10,17,27,6,88,2.9,10,0,0,2,16,1,0,102,9.8,894,12:57,stevetu01
688,Cory Stillman,25,CGY,C,76,27,30,57,7,38,6.8,15,9,3,5,20,10,0,175,15.4,1240,16:19,stillco01
689,P.J. Stock,23,NYR,LW,5,0,0,0,-1,6,-0.1,0,0,0,0,0,0,0,0,,14,2:42,stockpj01
690,Martin Straka,26,PIT,C,80,35,48,83,12,26,9.3,26,5,4,4,29,17,2,177,19.8,1887,23:35,strakma01
691,Jason Strudwick,23,VAN,D,65,0,3,3,-19,114,-0.2,0,0,0,0,2,0,1,25,0,833,12:49,strudja01
692,Jozef Stümpel,26,LAK,C,64,13,21,34,-18,10,2.5,12,1,0,1,14,5,2,131,9.9,1263,19:44,stumpjo01
693,Marco Sturm,20,SJS,C,78,16,22,38,7,52,4.1,11,3,2,3,12,8,2,140,11.4,1200,15:23,sturmma01
694,Mike Sullivan,30,PHX,C,63,2,4,6,-11,24,-0.8,1,0,1,1,3,0,1,66,3,765,12:09,sullimi01
695,Steve Sullivan,24,TOR,C,63,20,20,40,12,28,4.7,16,4,0,5,13,7,0,110,18.2,895,14:12,sullist01
696,Mats Sundin*,27,TOR,C,82,31,52,83,22,58,8.9,27,4,0,6,40,11,1,209,14.8,1696,20:41,sundima01
697,Niklas Sundström,23,NYR,LW,81,13,30,43,-2,20,3.4,10,1,2,3,27,3,0,89,14.6,1554,19:11,sundsni01
698,Gary Suter,34,SJS,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,12:56,suterga01
699,Ron Sutter,35,SJS,C,59,3,6,9,-8,40,0.1,3,0,0,1,6,0,0,67,4.5,584,9:54,suttero01
700,Andy Sutton,23,SJS,D,31,0,3,3,-4,65,0.5,0,0,0,0,2,1,0,24,0,402,12:58,suttoan01
701,Ken Sutton,29,NJD,D,5,1,0,1,1,0,0.3,1,0,0,0,0,0,0,5,20,65,13:02,suttoke01
702,Robert Svehla,30,FLA,D,80,8,29,37,-13,83,5.4,4,4,0,0,14,12,3,157,5.1,1980,24:45:00,svehlro01
703,Jaroslav Svejkovsky,22,WSH,RW,25,6,8,14,-2,12,1.5,2,4,0,2,5,3,0,50,12,340,13:36,svejkja01
704,Petr Svoboda,32,TOT,D,59,5,18,23,1,81,4.5,3,1,1,1,8,9,1,83,6,1375,23:18,svobope01
704,Petr Svoboda,32,TBL,D,34,1,16,17,-4,53,2.6,1,0,0,0,6,9,1,46,2.2,869,25:33:00,svobope01
704,Petr Svoboda,32,PHI,D,25,4,2,6,5,28,2,2,1,1,1,2,0,0,37,10.8,506,20:15,svobope01
705,Don Sweeney,32,BOS,D,81,2,10,12,14,64,5,2,0,0,0,7,2,1,79,2.5,1581,19:31,sweendo01
706,Darryl Sydor,26,DAL,D,74,14,34,48,-1,50,8.6,5,9,0,2,8,26,0,163,8.6,1574,21:16,sydorda01
707,Michal Sykora,25,TBL,D,10,1,2,3,-7,0,0.1,1,0,0,1,0,2,0,24,4.2,163,16:20,sykormi01
708,Petr Sykora,22,NJD,C,80,29,43,72,16,22,8.7,14,15,0,7,32,11,0,222,13.1,1299,16:14,sykorpe01
709,Petr Sykora,20,NSH,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0,17,8:19,sykorpe02
710,Dean Sylvester,26,BUF,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,15,14:31,sylvede01
711,Chris Tamer,28,TOT,D,63,1,5,6,-14,124,0.7,1,0,0,1,5,0,0,48,2.1,867,13:46,tamerch01
711,Chris Tamer,28,NYR,D,52,1,5,6,-12,92,0.8,1,0,0,1,5,0,0,46,2.2,802,15:25,tamerch01
711,Chris Tamer,28,PIT,D,11,0,0,0,-2,32,-0.1,0,0,0,0,0,0,0,2,0,66,5:59,tamerch01
712,Chris Taylor,26,BOS,C,37,3,5,8,-3,12,0.3,2,0,1,0,5,0,0,60,5,533,14:24,tayloch01
713,Tim Taylor,29,BOS,C,49,4,7,11,-10,55,0.1,4,0,0,1,5,2,0,76,5.3,781,15:56,tayloti01
714,Dmitri Tertyshny,22,PHI,D,62,2,8,10,-1,30,2.4,1,1,0,0,5,3,0,68,2.9,1150,18:33,tertydm01
715,Alexei Tezikov,20,WSH,D,5,0,0,0,-1,0,0,0,0,0,0,0,0,0,4,0,91,18:11,tezikal01
716,Chris Therien,27,PHI,D,74,3,15,18,16,48,5.1,2,1,0,0,14,0,1,115,2.6,1536,20:45,therich01
717,Steve Thomas,35,TOR,LW,78,28,45,73,26,33,8.3,17,11,0,7,38,7,0,209,13.4,1434,18:23,thomast01
718,Rocky Thompson,21,CGY,RW,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,,6,2:01,thompro01
719,Joe Thornton,19,BOS,C,81,16,25,41,3,69,4.3,9,7,0,1,17,8,0,128,12.5,1243,15:21,thornjo01
720,Scott Thornton,28,MTL,C,47,7,4,11,-2,87,1,6,1,0,1,4,0,0,56,12.5,583,12:24,thornsc01
721,Esa Tikkanen,34,NYR,LW,32,0,3,3,-5,38,-0.5,0,0,0,0,3,0,0,25,0,436,13:38,tikkaes01
722,Brad Tiley,27,PHX,D,8,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,92,11:29,tileybr01
723,Mattias Timander,24,BOS,D,22,0,6,6,4,10,1.4,0,0,0,0,4,2,0,22,0,284,12:54,timanma01
724,Kimmo Timonen,23,NSH,D,50,4,8,12,-4,30,2.1,3,1,0,0,3,5,0,75,5.3,953,19:04,timonki01
725,Mark Tinordi,32,WSH,D,48,0,6,6,-6,108,1.4,0,0,0,0,4,0,2,32,0,980,20:25,tinorma01
726,German Titov,33,PIT,C,72,11,45,56,18,34,5.2,7,3,1,3,29,16,0,113,9.7,1405,19:31,titovge01
727,Keith Tkachuk,26,PHX,LW,68,36,32,68,22,151,9.2,23,11,2,7,24,6,2,258,14,1427,20:59,tkachke01
728,Rick Tocchet,34,PHX,RW,81,26,30,56,5,147,6.2,19,6,1,5,21,9,0,178,14.6,1504,18:34,tocchri01
729,Jeff Toms,24,WSH,LW,21,1,5,6,0,2,0.3,1,0,0,0,4,0,1,30,3.3,285,13:35,tomsje01
730,Patrick Traverse,24,OTT,D,46,1,9,10,12,22,2.8,1,0,0,0,6,2,1,35,2.9,687,14:56,travepa01
731,Dan Trebil,24,MDA,D,6,0,0,0,-2,0,0,0,0,0,0,0,0,0,1,0,90,15:02,trebida01
732,Yannick Tremblay,23,TOR,D,35,2,7,9,0,16,1.1,2,0,0,0,4,3,0,37,5.4,618,17:39,trembya01
733,Pascal Trepanier,25,MDA,D,45,2,4,6,0,48,1.6,2,0,0,1,2,2,0,49,4.1,572,12:42,trepapa01
734,Pavel Trnka,22,MDA,D,63,0,4,4,-6,60,1.3,0,0,0,0,3,1,0,50,0,1014,16:06,trnkapa01
735,Vladimir Tsyplakov,29,LAK,LW,69,11,12,23,-7,32,1.7,9,0,2,2,9,2,1,111,9.9,1130,16:23,tsyplvl01
736,Darcy Tucker,23,TBL,C,82,21,22,43,-34,176,3,11,8,2,3,15,7,0,178,11.8,1591,19:24,tuckeda01
737,Darren Turcotte,30,NSH,C,40,4,5,9,-11,16,-0.2,4,0,0,1,5,0,0,73,5.5,634,15:51,turcoda01
738,Pierre Turgeon,29,STL,C,67,31,34,65,4,36,7.9,21,10,0,5,25,9,0,193,16.1,1281,19:07,turgepi01
739,Oleg Tverdovsky,22,PHX,D,82,7,18,25,11,32,6,5,2,0,2,14,4,0,117,6,1706,20:48,tverdol01
740,Tony Twist,30,STL,LW,63,2,6,8,0,149,0.5,2,0,0,0,6,0,0,23,8.7,326,5:10,twistto01
741,Igor Ulanov,29,MTL,D,76,3,9,12,-3,109,3.5,3,0,0,0,8,1,0,55,5.5,1336,17:35,ulanoig01
742,Rob Valicevic,28,NSH,C,19,4,2,6,4,2,0.8,4,0,0,2,2,0,0,23,17.4,209,11:01,valicro01
743,Garry Valk,31,TOR,LW,77,8,21,29,8,53,1.8,7,1,0,0,18,3,0,93,8.6,1069,13:53,valkga01
744,Shaun Van Allen,31,OTT,C,79,6,11,17,3,30,1.1,5,0,1,0,11,0,0,47,12.8,878,11:07,vanalsh01
745,Darren Van Impe,25,BOS,D,60,5,15,20,-5,66,3.9,1,4,0,0,7,8,0,92,5.4,1074,17:54,vanimda01
746,Ryan VandenBussche,25,CHI,RW,6,0,0,0,0,17,-0.1,0,0,0,0,0,0,0,3,0,57,9:29,vandery01
747,Vaclav Varada,22,BUF,RW,72,7,24,31,11,61,2.6,6,1,0,1,21,3,0,123,5.7,1044,14:30,varadva01
748,Herbert Vasiljevs,22,FLA,C,5,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,6,0,56,11:06,vasilhe01
749,Andrei Vasilyev,26,PHX,LW,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,1,1:19,vasilan01
750,Dennis Vaske,31,BOS,D,3,0,0,0,-3,6,-0.2,0,0,0,0,0,0,0,0,,25,8:19,vaskede01
751,Pat Verbeek,34,DAL,RW,78,17,17,34,11,133,4.1,9,8,0,2,11,6,0,134,12.7,1136,14:34,verbepa01
752,Terry Virtue,28,BOS,D,4,0,0,0,2,0,0.2,0,0,0,0,0,0,0,2,0,39,9:41,virtute01
753,Mark Visheau,25,LAK,D,28,1,3,4,-7,107,0.3,1,0,0,0,2,0,1,10,10,267,9:33,vishema01
754,Jan Vopat,25,NSH,D,55,5,6,11,0,28,2.4,5,0,0,0,4,1,1,46,10.9,995,18:05,vopatja01
755,Roman Vopat,22,TOT,C,54,0,3,3,-7,90,-0.4,0,0,0,0,3,0,0,27,0,301,5:35,vopatro01
755,Roman Vopat,22,PHI,C,48,0,3,3,-3,80,-0.2,0,0,0,0,3,0,0,25,0,269,5:36,vopatro01
755,Roman Vopat,22,CHI,C,3,0,0,0,-4,4,-0.2,0,0,0,0,0,0,0,0,,20,6:35,vopatro01
755,Roman Vopat,22,LAK,C,3,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,13,4:13,vopatro01
756,Vladimir Vorobiev,26,EDM,RW,2,2,0,2,1,2,0.4,2,0,0,0,0,0,0,5,40,23,11:35,vorobvl01
757,Scott Walker,25,NSH,C,71,15,25,40,0,103,3.6,14,0,1,2,22,2,1,96,15.6,1161,16:21,walkesc01
758,Aaron Ward,26,DET,D,60,3,8,11,-5,52,1.8,3,0,0,0,7,0,1,46,6.5,835,13:55,wardaa01
759,Dixon Ward,30,BUF,RW,78,20,24,44,10,44,5,17,2,1,4,18,6,0,101,19.8,1231,15:47,warddi01
760,Ed Ward,29,CGY,RW,68,3,5,8,-4,67,0,3,0,0,0,5,0,0,56,5.4,546,8:02,warded01
761,Jeff Ware,21,FLA,D,6,0,1,1,-6,6,-0.3,0,0,0,0,1,0,0,1,0,96,15:57,wareje01
762,Rhett Warrener,23,TOT,D,61,1,7,8,2,84,2.1,1,0,0,0,4,3,0,44,2.3,1150,18:51,warrerh01
762,Rhett Warrener,23,FLA,D,48,0,7,7,-1,64,1.4,0,0,0,0,4,3,0,33,0,913,19:01,warrerh01
762,Rhett Warrener,23,BUF,D,13,1,0,1,3,20,0.7,1,0,0,0,0,0,0,11,9.1,237,18:13,warrerh01
763,Todd Warriner,25,TOR,LW,53,9,10,19,-6,28,1,8,1,0,1,8,2,0,96,9.4,747,14:06,warrito01
764,Steve Washburn,23,TOT,C,12,0,0,0,-1,6,-0.2,0,0,0,0,0,0,0,6,0,90,7:29,washbst01
764,Steve Washburn,23,VAN,C,8,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,6,0,65,8:05,washbst01
764,Steve Washburn,23,FLA,C,4,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,0,,25,6:17,washbst01
765,Mike Watt,22,NYI,LW,75,8,17,25,-2,12,2.1,8,0,0,4,16,1,0,75,10.7,844,11:15,wattmi01
766,Steve Webb,23,NYI,RW,45,0,0,0,-10,32,-0.7,0,0,0,0,0,0,0,18,0,190,4:13,webbst01
767,Doug Weight,28,EDM,C,43,6,31,37,-8,12,2.6,5,1,0,0,16,15,0,79,7.6,854,19:51,weighdo01
768,Eric Weinrich,32,TOT,D,80,7,15,22,-25,89,4,3,4,0,1,5,10,0,119,5.9,1915,23:56,weinrer01
768,Eric Weinrich,32,MTL,D,66,6,12,18,-12,77,4.2,2,4,0,1,4,8,0,95,6.3,1632,24:44:00,weinrer01
768,Eric Weinrich,32,CHI,D,14,1,3,4,-13,12,-0.3,1,0,0,0,1,2,0,24,4.2,283,20:12,weinrer01
769,Chris Wells,23,FLA,C,20,0,2,2,-4,31,-0.3,0,0,0,0,2,0,0,28,0,237,11:52,wellsch01
770,Brad Werenka,29,PIT,D,81,6,18,24,17,93,5.5,5,1,0,4,15,1,2,77,7.8,1717,21:12,werenbr01
771,Brian Wesenberg,21,PHI,RW,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,,1,1:08,wesenbr01
772,Glen Wesley,30,CAR,D,74,7,17,24,14,44,5.6,7,0,0,2,12,5,0,112,6.3,1666,22:31,weslegl01
773,Brian White,22,COL,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0:40,whitebr01
774,Peter White,29,PHI,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,2:02,whitepe01
775,Todd White,23,CHI,C,35,5,8,13,-1,20,1,3,2,0,0,6,2,0,43,11.6,478,13:39,whiteto02
776,Ray Whitney,26,FLA,C,81,26,38,64,-3,18,6.7,19,7,0,6,21,17,0,193,13.5,1485,18:20,whitnra01
777,Jason Wiemer,22,CGY,C,78,8,13,21,-12,177,0.7,7,1,0,1,10,3,0,128,6.3,1036,13:17,wiemeja01
778,David Wilkie,24,TBL,D,46,1,7,8,-19,69,0.1,1,0,0,0,4,3,0,35,2.9,566,12:18,wilkida01
779,Neil Wilkinson,31,PIT,D,24,0,0,0,-2,22,0,0,0,0,0,0,0,0,11,0,239,9:58,wilkine01
780,Shane Willis,21,CAR,RW,7,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0,16,2:14,willish01
781,Clarke Wilm,22,CGY,C,78,10,8,18,11,53,1.8,6,2,2,0,8,0,0,94,10.6,900,11:32,wilmcl01
782,Landon Wilson,23,BOS,RW,22,3,3,6,0,17,0.6,3,0,0,0,3,0,0,32,9.4,221,10:04,wilsola02
783,Mike Wilson,23,TOT,D,34,1,2,3,12,47,1.9,1,0,0,1,2,0,0,48,2.1,578,16:59,wilsomi02
783,Mike Wilson,23,BUF,D,30,1,2,3,10,47,1.7,1,0,0,1,2,0,0,40,2.5,500,16:40,wilsomi02
783,Mike Wilson,23,FLA,D,4,0,0,0,2,0,0.2,0,0,0,0,0,0,0,8,0,78,19:23,wilsomi02
784,Johan Witehall,27,NYR,LW,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,4:06,witehjo01
785,Brendan Witt,23,WSH,D,54,2,5,7,-6,87,1.6,2,0,0,0,5,0,0,51,3.9,855,15:50,wittbr01
786,Jason Woolley,29,BUF,D,80,10,33,43,16,62,8.2,6,4,0,2,17,16,0,154,6.5,1497,18:43,woollja01
787,Peter Worrell,21,FLA,LW,62,4,5,9,0,258,0.7,4,0,0,2,5,0,0,50,8,388,6:15,worrepe01
788,Jamie Wright,22,DAL,LW,11,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,10,0,84,7:37,wrighja01
789,Tyler Wright,25,PIT,C,61,0,0,0,-2,90,-0.5,0,0,0,0,0,0,0,16,0,230,3:46,wrighty01
790,Vitali Yachmenev,24,NSH,RW,55,7,10,17,-10,10,0.6,6,0,1,2,10,0,0,83,8.4,831,15:06,yachmvi01
791,Terry Yake,30,STL,RW,60,9,18,27,-9,34,1.9,6,3,0,4,7,11,0,59,15.3,890,14:50,yakete01
792,Alexei Yashin,25,OTT,C,82,44,50,94,16,54,12,25,19,0,5,26,23,1,337,13.1,1811,22:05,yashial01
793,Trent Yawney,33,CHI,D,20,0,0,0,-6,32,-0.3,0,0,0,0,0,0,0,11,0,269,13:28,yawnetr01
794,Stephane Yelle,24,COL,C,72,8,7,15,-8,40,0.1,7,1,0,0,7,0,0,99,8.1,1098,15:15,yellest01
795,Juha Ylonen,26,PHX,C,59,6,17,23,18,20,2.2,4,2,0,1,17,0,0,66,9.1,939,15:55,yloneju01
796,Harry York,24,TOT,C,56,7,9,16,-3,24,1.1,6,1,0,0,7,2,0,60,11.7,768,13:43,yorkha01
796,Harry York,24,VAN,C,49,7,9,16,-2,20,1.2,6,1,0,0,7,2,0,55,12.7,712,14:32,yorkha01
796,Harry York,24,NYR,C,5,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,5,0,50,10:00,yorkha01
796,Harry York,24,PIT,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,3:00,yorkha01
797,Jason York,28,OTT,D,79,4,31,35,17,48,7.3,2,2,0,0,16,14,1,177,2.3,1882,23:49,yorkja01
798,Scott Young,31,STL,RW,75,24,28,52,8,27,6.2,16,8,0,4,17,11,0,205,11.7,1143,15:14,youngsc01
799,Paul Ysebaert,32,TBL,C,10,0,1,1,-5,2,-0.2,0,0,0,0,1,0,0,10,0,98,9:47,ysebapa01
800,Dmitry Yushkevich,27,TOR,D,78,6,22,28,25,88,5.4,3,2,1,0,14,7,1,95,6.3,1742,22:20,yushkdm01
