,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,,,Special Teams,Special Teams,,Assists,Assists,Assists,Shot Data,Shot Data,Ice Time,Ice Time,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,Id
306,Jaromír Jágr,26,PIT,RW,81,44,83,127,17,66,14.6,33,10,1,7,49,34,0,343,12.8,2094,25:51:00,jagrja01
307,John Jakopin,23,FLA,D,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,,41,13:32,jakopjo01
308,Craig Janney,31,TOT,C,56,5,22,27,-15,14,1.6,3,2,0,0,11,11,0,45,11.1,799,14:16,jannecr01
308,Craig Janney,31,TBL,C,38,4,18,22,-13,10,1.3,2,2,0,0,9,9,0,36,11.1,599,15:46,jannecr01
308,Craig Janney,31,NYI,C,18,1,4,5,-2,4,0.3,1,0,0,0,2,2,0,9,11.1,200,11:07,jannecr01
309,Mark Janssens,30,CHI,C,60,1,0,1,-11,65,-1.1,1,0,0,0,0,0,0,27,3.7,497,8:17,janssma01
310,Andreas Johansson,25,OTT,C,69,21,16,37,1,34,4.4,14,7,0,6,8,8,0,144,14.6,1011,14:39,johanan01
311,Calle Johansson,31,WSH,D,67,8,21,29,10,22,6.7,6,2,0,2,8,13,0,145,5.5,1606,23:58,johanca01
312,Craig Johnson,26,LAK,LW,69,7,12,19,-12,32,1.1,5,2,0,2,12,0,0,94,7.4,830,12:02,johnscr01
313,Greg Johnson,27,NSH,C,68,16,34,50,-8,24,4.1,11,2,3,0,22,11,1,120,13.3,1321,19:26,johnsgr02
314,Matt Johnson,23,LAK,LW,49,2,1,3,-5,131,-0.1,2,0,0,0,1,0,0,14,14.3,290,5:55,johnsma03
315,Mike Johnson,24,TOR,RW,79,20,24,44,13,35,4.3,12,5,3,2,20,4,0,149,13.4,1285,16:16,johnsmi01
316,Ryan Johnson,22,FLA,C,1,1,0,1,0,0,0.2,1,0,0,0,0,0,0,1,100,15,15:26,johnsry01
317,Olli Jokinen,20,LAK,C,66,9,12,21,-10,44,1.4,5,3,1,1,9,3,0,87,10.3,970,14:42,jokinol01
318,Jean-Francois Jomphe,26,TOT,C,7,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,4,0,62,8:49,jomphje01
318,Jean-Francois Jomphe,26,MTL,C,6,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,4,0,54,9:01,jomphje01
318,Jean-Francois Jomphe,26,PHX,C,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,8,7:36,jomphje01
319,Keith Jones,30,TOT,RW,78,20,33,53,23,98,6.3,17,3,0,3,29,4,0,135,14.8,1287,16:30,joneske01
319,Keith Jones,30,PHI,RW,66,18,31,49,29,78,6.2,16,2,0,3,27,4,0,124,14.5,1121,16:59,joneske01
319,Keith Jones,30,COL,RW,12,2,2,4,-6,20,0.1,1,1,0,0,2,0,0,11,18.2,166,13:48,joneske01
320,Ty Jones,19,CHI,RW,8,0,0,0,-1,12,-0.1,0,0,0,0,0,0,0,3,0,63,7:53,jonesty01
321,Kenny Jönsson,24,NYI,D,63,8,18,26,-18,34,4.1,2,6,0,0,6,11,1,91,8.8,1574,24:59:00,jonsske01
322,Chris Joseph,29,PHI,D,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,19,9:36,josepch01
323,Ed Jovanovski,22,TOT,D,72,5,22,27,-9,126,4.2,4,1,0,1,15,6,1,109,4.6,1585,22:01,jovaned01
323,Ed Jovanovski,22,FLA,D,41,3,13,16,-4,82,2.5,2,1,0,1,7,5,1,68,4.4,926,22:35,jovaned01
323,Ed Jovanovski,22,VAN,D,31,2,9,11,-5,44,1.7,2,0,0,0,8,1,0,41,4.9,659,21:16,jovaned01
324,Joe Juneau,31,TOT,C,72,15,28,43,-4,22,3.9,12,2,1,3,16,12,0,150,10,1381,19:11,juneajo01
324,Joe Juneau,31,WSH,C,63,14,27,41,-3,20,3.9,11,2,1,3,16,11,0,142,9.9,1226,19:28,juneajo01
324,Joe Juneau,31,BUF,C,9,1,1,2,-1,2,0,1,0,0,0,0,1,0,8,12.5,155,17:11,juneajo01
325,Tomas Kaberle,20,TOR,D,57,4,18,22,3,12,2.9,4,0,0,2,12,5,1,71,5.6,1066,18:42,kaberto01
326,Valeri Kamensky,32,COL,LW,65,14,30,44,1,28,4,12,2,0,2,20,10,0,123,11.4,1143,17:35,kamenva01
327,Sami Kapanen,25,CAR,LW,81,24,35,59,-1,10,6,19,5,0,7,23,12,0,254,9.4,1573,19:25,kapansa01
328,Paul Kariya*,24,MDA,LW,82,39,62,101,17,40,12.2,26,11,2,4,29,32,1,429,9.1,2094,25:32:00,kariypa01
329,Dave Karpa,27,CAR,D,33,0,2,2,1,55,0.7,0,0,0,0,1,1,0,21,0,558,16:55,karpada01
330,Alexander Karpovtsev,28,TOT,D,58,3,25,28,39,52,6.2,2,1,0,1,16,9,0,65,4.6,1219,21:01,karpoal01
330,Alexander Karpovtsev,28,TOR,D,56,2,25,27,38,52,5.9,1,1,0,1,16,9,0,61,3.3,1174,20:58,karpoal01
330,Alexander Karpovtsev,28,NYR,D,2,1,0,1,1,0,0.3,1,0,0,0,0,0,0,4,25,45,22:38,karpoal01
331,Darius Kasparaitis,26,PIT,D,48,1,4,5,12,70,2,1,0,0,0,4,0,0,32,3.1,769,16:01,kaspada01
332,Mike Keane,31,DAL,RW,81,6,23,29,-2,62,1.9,4,1,1,1,20,3,0,106,5.7,1130,13:57,keanemi01
333,Dan Keczmer,30,TOT,D,38,0,1,1,-5,34,0.2,0,0,0,0,1,0,0,24,0,418,11:00,keczmda01
333,Dan Keczmer,30,DAL,D,22,0,1,1,-2,22,0.2,0,0,0,0,1,0,0,12,0,157,7:08,keczmda01
333,Dan Keczmer,30,NSH,D,16,0,0,0,-3,12,0,0,0,0,0,0,0,0,12,0,261,16:20,keczmda01
334,Steve Kelly,22,TBL,C,34,1,3,4,-15,27,-0.6,1,0,0,1,3,0,0,15,6.7,369,10:51,kellyst01
335,Mike Kennedy,26,NYI,C,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,11,10:50,kennemi01
336,Dan Kesa,27,PIT,RW,67,2,8,10,-9,27,-0.3,2,0,0,0,6,2,0,33,6.1,678,10:07,kesada01
337,Dmitri Khristich,29,BOS,LW,79,29,42,71,11,48,8.6,15,13,1,6,35,7,0,144,20.1,1562,19:46,khrisdm01
338,Chad Kilger,22,TOT,C,77,15,12,27,-4,34,2.4,12,2,1,1,10,1,1,81,18.5,1047,13:36,kilgech01
338,Chad Kilger,22,CHI,C,64,14,11,25,-1,30,2.5,11,2,1,1,10,0,1,68,20.6,899,14:03,kilgech01
338,Chad Kilger,22,EDM,C,13,1,1,2,-3,4,-0.1,1,0,0,0,0,1,0,13,7.7,148,11:22,kilgech01
339,Derek King,31,TOR,LW,81,24,28,52,15,20,6,16,8,0,4,20,8,0,150,16,1137,14:02,kingde01
340,Kris King,32,TOR,LW,67,2,2,4,-16,105,-1.4,1,0,1,1,2,0,0,34,5.9,628,9:22,kingkr01
341,Patric Kjellberg,29,NSH,LW,71,11,20,31,-13,24,1.6,9,2,0,2,12,8,0,103,10.7,1256,17:41,kjellpa01
342,Trent Klatt,28,TOT,RW,75,4,10,14,-3,12,0.5,4,0,0,0,9,0,1,60,6.7,851,11:21,klatttr01
342,Trent Klatt,28,VAN,RW,73,4,10,14,-3,12,0.5,4,0,0,0,9,0,1,58,6.9,829,11:21,klatttr01
342,Trent Klatt,28,PHI,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,11:11,klatttr01
343,Ken Klee,27,WSH,RW,78,7,13,20,-9,80,0.4,7,0,0,1,10,3,0,132,5.3,1491,19:07,kleeke01
344,Jon Klemm,29,COL,D,39,1,2,3,4,31,1.1,1,0,0,0,2,0,0,28,3.6,535,13:43,klemmjo01
345,Petr Klima,34,DET,LW,13,1,0,1,-3,4,0,1,0,0,1,0,0,0,12,8.3,78,5:58,klimape01
346,Mike Knuble,26,NYR,RW,82,15,20,35,-7,26,3,12,3,0,1,14,6,0,113,13.3,1219,14:52,knublmi01
347,Joe Kocur,34,DET,RW,39,2,5,7,0,87,0.5,2,0,0,0,5,0,0,20,10,263,6:44,kocurjo01
348,Ladislav Kohn,23,TOR,RW,16,1,3,4,1,4,0.1,1,0,0,0,3,0,0,23,4.3,201,12:34,kohnla01
349,Saku Koivu,24,MTL,C,65,14,30,44,-7,38,4,8,4,2,0,15,14,1,145,9.7,1302,20:02,koivusa01
350,Steve Konowalchuk,26,WSH,C,45,12,12,24,0,26,2.6,7,4,1,2,7,5,0,98,12.2,803,17:50,konowst01
351,Dan Kordic,27,PHI,LW,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,,5,2:27,kordida01
352,Igor Korolev,28,TOR,RW,66,13,34,47,11,46,4,12,1,0,2,25,9,0,99,13.1,1195,18:06,korolig01
353,Alexander Korolyuk,23,SJS,RW,55,12,18,30,3,26,3.3,10,2,0,0,13,5,0,96,12.5,764,13:53,korolal01
354,Andrei Kovalenko,28,TOT,RW,74,19,21,40,-6,32,4.1,16,3,0,4,11,10,0,104,18.3,1056,14:16,kovalan01
354,Andrei Kovalenko,28,EDM,RW,43,13,14,27,-4,30,2.8,11,2,0,3,6,8,0,75,17.3,702,16:19,kovalan01
354,Andrei Kovalenko,28,CAR,RW,18,6,6,12,3,0,1.6,5,1,0,1,5,1,0,21,28.6,250,13:53,kovalan01
354,Andrei Kovalenko,28,PHI,RW,13,0,1,1,-5,2,-0.3,0,0,0,0,0,1,0,8,0,104,8:02,kovalan01
355,Alex Kovalev,25,TOT,RW,77,23,30,53,2,49,5.3,16,6,1,5,21,9,0,191,12,1570,20:23,kovalal01
355,Alex Kovalev,25,PIT,RW,63,20,26,46,8,37,4.9,14,5,1,4,19,7,0,156,12.8,1292,20:30,kovalal01
355,Alex Kovalev,25,NYR,RW,14,3,4,7,-6,12,0.4,2,1,0,1,2,2,0,35,8.6,278,19:53,kovalal01
356,Viktor Kozlov,23,FLA,C,65,16,35,51,13,24,5.4,10,5,1,1,24,10,1,209,7.7,1238,19:03,kozlovi01
357,Vyacheslav Kozlov,26,DET,C,79,29,29,58,10,45,7.1,22,6,1,4,13,14,2,209,13.9,1267,16:02,kozlovy01
358,Igor Kravchuk,32,OTT,D,79,4,21,25,14,32,6,1,3,0,0,7,14,0,171,2.3,1884,23:51,kravcig01
359,Sergei Krivokrasov,24,NSH,RW,70,25,23,48,-5,42,5.3,15,10,0,6,16,7,0,208,12,1129,16:08,krivose01
360,Robert Kron,31,CAR,LW,75,9,16,25,-13,10,1,5,3,1,2,13,3,0,134,6.7,1218,16:14,kronro01
361,Uwe Krupp,33,DET,D,22,3,2,5,0,6,1.2,3,0,0,0,1,1,0,32,9.4,470,21:23,kruppuw01
362,Paul Kruse,28,BUF,LW,43,3,0,3,0,114,0.2,3,0,0,0,0,0,0,33,9.1,275,6:24,krusepa01
363,Filip Kuba,22,FLA,D,5,0,1,1,2,0,0.4,0,0,0,0,1,0,0,5,0,112,22:29,kubafi01
364,Pavel Kubina,21,TBL,D,68,9,12,21,-33,80,2.4,5,3,1,1,9,3,0,119,7.6,1549,22:47,kubinpa01
365,Oleg Kvasha,20,FLA,LW,68,12,13,25,5,45,2.6,8,4,0,2,8,5,0,138,8.7,870,12:48,kvashol01
366,Antti Laaksonen,25,BOS,LW,11,1,2,3,-1,2,0.2,1,0,0,0,1,1,0,8,12.5,103,9:20,laaksan01
367,Scott Lachance,26,TOT,D,76,2,9,11,-21,41,1.9,1,1,0,0,7,2,0,59,3.4,1655,21:46,lachasc01
367,Scott Lachance,26,NYI,D,59,1,8,9,-19,30,1.1,0,1,0,0,7,1,0,37,2.7,1272,21:34,lachasc01
367,Scott Lachance,26,MTL,D,17,1,1,2,-2,11,0.8,1,0,0,0,0,1,0,22,4.5,382,22:29,lachasc01
368,Dan LaCouture,21,EDM,LW,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,20,6:30,lacouda01
369,Daniel Lacroix,29,EDM,LW,4,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,25,6:22,lacroda01
370,Eric Lacroix,27,TOT,LW,64,2,2,4,-12,18,-0.5,2,0,0,1,1,1,0,38,5.3,439,6:51,lacroer01
370,Eric Lacroix,27,NYR,LW,30,2,1,3,-5,4,0.1,2,0,0,1,0,1,0,17,11.8,123,4:05,lacroer01
370,Eric Lacroix,27,LAK,LW,27,0,1,1,-5,12,-0.4,0,0,0,0,1,0,0,17,0,233,8:37,lacroer01
370,Eric Lacroix,27,COL,LW,7,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,4,0,84,11:58,lacroer01
371,Nathan LaFayette,25,LAK,RW,33,2,2,4,0,35,0.1,1,0,1,1,1,1,0,42,4.8,391,11:50,lafayna01
372,Christian Laflamme,22,TOT,D,73,2,12,14,-3,70,2.4,2,0,0,0,8,4,0,68,2.9,1351,18:30,laflach01
372,Christian Laflamme,22,CHI,D,62,2,11,13,0,70,2.4,2,0,0,0,7,4,0,53,3.8,1169,18:51,laflach01
372,Christian Laflamme,22,EDM,D,11,0,1,1,-3,0,0,0,0,0,0,1,0,0,15,0,182,16:33,laflach01
373,Sasha Lakovic,27,NJD,LW,16,0,3,3,0,59,0.1,0,0,0,0,3,0,0,10,0,101,6:20,lakovsa01
374,Denny Lambert,29,NSH,LW,76,5,11,16,-3,218,0.7,4,1,0,0,11,0,0,66,7.6,785,10:20,lambede01
375,Eric Landry,24,CGY,C,3,0,1,1,1,0,0.1,0,0,0,0,1,0,0,1,0,30,9:54,landrer01
376,Robert Lang,28,PIT,C,72,21,23,44,-10,24,4.3,14,7,0,3,18,5,0,137,15.3,1181,16:24,langro01
377,Darren Langdon,28,NYR,LW,44,0,0,0,-3,80,-0.3,0,0,0,0,0,0,0,8,0,156,3:33,langdda01
378,Jamie Langenbrunner,23,DAL,C,75,12,33,45,10,62,4.6,8,4,0,1,21,12,0,145,8.3,1189,15:51,langeja01
379,Daymond Langkow,22,TOT,C,78,14,19,33,-8,39,2.6,9,4,1,2,14,5,0,149,9.4,1229,15:45,langkda01
379,Daymond Langkow,22,PHI,C,56,10,13,23,-8,24,1.7,6,3,1,1,9,4,0,109,9.2,851,15:12,langkda01
379,Daymond Langkow,22,TBL,C,22,4,6,10,0,15,0.9,3,1,0,1,5,1,0,40,10,378,17:10,langkda01
380,Ian Laperriere,25,LAK,C,72,3,10,13,-5,138,0.3,3,0,0,1,8,1,1,62,4.8,848,11:47,laperia01
381,Darryl Laplante,21,DET,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,1:59,laplada01
382,Claude Lapointe,30,NYI,C,82,14,23,37,-19,62,2.3,10,2,2,1,19,2,2,134,10.4,1587,19:21,lapoicl01
383,Martin Lapointe,25,DET,RW,77,16,13,29,7,141,2.9,8,7,1,4,12,1,0,153,10.5,1163,15:06,lapoima01
384,Georges Laraque,22,EDM,RW,39,3,2,5,-1,57,0.4,3,0,0,0,2,0,0,17,17.6,215,5:31,laraqge01
385,Igor Larionov*,38,DET,C,75,14,49,63,13,48,6.1,8,4,2,2,29,18,2,83,16.9,1300,17:20,larioig01
386,Mario Larocque,20,TBL,D,5,0,0,0,-4,16,-0.2,0,0,0,0,0,0,0,3,0,63,12:33,larocma01
387,Janne Laukkanen,28,OTT,D,50,1,11,12,18,40,3.7,1,0,0,0,10,1,0,46,2.2,931,18:37,laukkja01
388,Paul Laus,28,FLA,D,75,1,9,10,-1,218,1.8,1,0,0,0,9,0,0,54,1.9,836,11:09,lauspa01
389,Mark Lawrence,27,NYI,RW,60,14,16,30,-8,38,3.1,10,4,0,2,11,5,0,88,15.9,848,14:08,lawrema01
390,Stephen Leach,33,TOT,RW,31,1,3,4,-7,43,-0.2,1,0,0,0,3,0,0,27,3.7,260,8:22,leachst01
390,Stephen Leach,33,PHX,RW,22,1,1,2,-6,37,-0.2,1,0,0,0,1,0,0,23,4.3,161,7:18,leachst01
390,Stephen Leach,33,OTT,RW,9,0,2,2,-1,6,0,0,0,0,0,2,0,0,4,0,99,11:00,leachst01
391,Patrick Lebeau,28,PIT,LW,8,1,0,1,-2,2,0,1,0,0,0,0,0,0,4,25,76,9:32,lebeapa01
392,Vincent Lecavalier,18,TBL,C,82,13,15,28,-19,23,1.9,11,2,0,2,10,4,1,125,10.4,1121,13:40,lecavvi01
393,John LeClair,29,PHI,LW,76,43,47,90,36,30,12.4,27,16,0,7,38,9,0,246,17.5,1600,21:03,leclajo01
394,Mike Leclerc,22,MDA,LW,7,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,1,0,41,5:52,leclemi01
395,Grant Ledyard,37,BOS,D,47,4,8,12,-8,33,2.3,3,1,0,2,4,4,0,47,8.5,823,17:31,ledyagr01
396,Brian Leetch*,30,NYR,D,82,13,42,55,-7,42,9.5,9,4,0,1,17,25,0,184,7.1,2449,29:52:00,leetcbr01
397,Patrice Lefebvre,31,WSH,RW,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,2,0,34,11:11,lefebpa01
398,Sylvain Lefebvre,31,COL,D,76,2,18,20,18,48,4.7,2,0,0,0,17,0,1,64,3.1,1591,20:56,lefebsy01
399,David Legwand,18,NSH,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,12:50,legwada01
400,Jere Lehtinen,25,DAL,RW,74,20,32,52,29,18,6.5,12,7,1,2,21,10,1,173,11.6,1450,19:36,lehtije01
401,Claude Lemieux,33,COL,RW,82,27,24,51,0,102,4.9,16,11,0,8,9,14,1,292,9.2,1741,21:14,lemiecl01
402,Jean-Yves Leroux,22,CHI,LW,40,3,5,8,-7,21,0,3,0,0,0,4,1,0,47,6.4,509,12:43,lerouje01
403,Curtis Leschyshyn,29,CAR,D,65,2,7,9,-1,50,2.1,2,0,0,0,5,1,1,35,5.7,1255,19:18,leschcu01
404,Trevor Letowski,21,PHX,C,14,2,2,4,1,2,0.5,2,0,0,0,2,0,0,8,25,84,6:01,letowtr01
405,Doug Lidster,38,DAL,D,17,0,0,0,0,10,0.3,0,0,0,0,0,0,0,7,0,226,13:16,lidstdo01
406,Nicklas Lidström*,28,DET,D,81,14,43,57,14,14,10.3,6,6,2,3,18,23,2,205,6.8,2148,26:31:00,lidstni01
407,Trevor Linden,28,NYI,C,82,18,29,47,-14,32,3.7,9,8,1,1,15,12,2,167,10.8,1762,21:29,lindetr01
408,Mats Lindgren,24,TOT,C,60,10,15,25,6,24,2.5,6,3,1,1,13,1,1,83,12,794,13:14,lindgma01
408,Mats Lindgren,24,EDM,C,48,5,12,17,4,22,1.5,4,0,1,0,11,0,1,53,9.4,553,11:31,lindgma01
408,Mats Lindgren,24,NYI,C,12,5,3,8,2,2,1.1,2,3,0,1,2,1,0,30,16.7,242,20:08,lindgma01
409,Eric Lindros*,25,PHI,C,71,40,53,93,35,120,12.4,29,10,1,2,36,17,0,242,16.5,1628,22:56,lindrer01
410,Bill Lindsay,27,FLA,LW,75,12,15,27,-1,92,2.3,11,0,1,2,15,0,0,135,8.9,1021,13:37,lindsbi01
411,Dave Lowry,33,SJS,LW,61,6,9,15,-5,24,1.2,4,2,0,0,8,1,0,58,10.3,563,9:14,lowryda01
412,Craig Ludwig,37,DAL,D,80,2,6,8,5,87,3.1,2,0,0,0,4,0,2,39,5.1,1161,14:31,ludwicr01
413,Warren Luhning,23,NYI,RW,11,0,0,0,-4,8,-0.3,0,0,0,0,0,0,0,11,0,102,9:17,luhniwa01
414,Brad Lukowich,22,DAL,D,14,1,2,3,3,19,1,1,0,0,0,2,0,0,8,12.5,228,16:18,lukowbr01
415,Jyrki Lumme,32,PHX,D,60,7,21,28,5,34,5.5,6,1,0,4,11,9,1,121,5.8,1400,23:20,lummejy01
416,Craig MacDonald,21,CAR,C,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,27,2:29,macdocr01
417,Al MacInnis*,35,STL,D,82,20,42,62,33,70,13.6,8,11,1,2,14,26,2,314,6.4,2388,29:07:00,macinal01
418,John MacLean,34,NYR,RW,82,28,27,55,5,46,6.2,16,11,1,2,18,7,2,231,12.1,1699,20:43,maclejo01
419,Jamie Macoun,37,DET,D,69,1,10,11,-1,36,2.3,1,0,0,0,10,0,0,62,1.6,1208,17:30,macouja01
420,John Madden,25,NJD,LW,4,0,1,1,-2,0,0,0,0,0,0,0,1,0,4,0,37,9:13,maddejo01
421,Vladimir Malakhov,30,MTL,D,62,13,21,34,-7,77,6.7,5,8,0,3,11,9,1,143,9.1,1456,23:29,malakvl01
422,Stewart Malgunas,28,WSH,D,10,0,0,0,-5,6,-0.3,0,0,0,0,0,0,0,2,0,90,9:02,malgust01
423,Manny Malhotra,18,NYR,C,73,8,8,16,-2,13,1.5,7,1,0,2,8,0,0,61,13.1,628,8:36,malhoma01
424,Marek Malík,23,CAR,D,52,2,9,11,-6,36,1.8,1,1,0,0,7,1,1,36,5.6,1104,21:14,malikma01
425,Dean Malkoc,29,NYI,D,2,0,1,1,3,7,0.4,0,0,0,0,1,0,0,1,0,31,15:22,malkode01
426,Kirk Maltby,26,DET,RW,53,8,6,14,-6,34,0.8,7,0,1,2,5,1,0,76,10.5,700,13:13,maltbki01
427,Kent Manderville,27,CAR,LW,81,5,11,16,9,38,1.5,5,0,0,0,11,0,0,71,7,657,8:07,mandeke01
428,Mike Maneluk,25,TOT,RW,45,6,9,15,5,20,1.5,5,1,0,0,8,1,0,55,10.9,533,11:50,manelmi01
428,Mike Maneluk,25,CHI,RW,28,4,3,7,2,8,0.7,3,1,0,0,3,0,0,29,13.8,321,11:28,manelmi01
428,Mike Maneluk,25,PHI,RW,13,2,6,8,4,8,0.9,2,0,0,0,5,1,0,23,8.7,182,14:02,manelmi01
428,Mike Maneluk,25,NYR,RW,4,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,3,0,29,7:18,manelmi01
429,Cameron Mann,21,BOS,RW,33,5,2,7,0,17,0.8,4,1,0,1,2,0,0,42,11.9,352,10:40,mannca01
430,Dave Manson,32,TOT,D,75,6,17,23,1,155,4.5,4,2,0,0,11,6,0,145,4.1,1638,21:50,mansoda01
430,Dave Manson,32,CHI,D,64,6,15,21,4,107,4.2,4,2,0,0,10,5,0,134,4.5,1447,22:37,mansoda01
430,Dave Manson,32,MTL,D,11,0,2,2,-3,48,0.3,0,0,0,0,1,1,0,11,0,190,17:19,mansoda01
431,Paul Mara,19,TBL,D,1,1,1,2,-3,0,0.1,0,1,0,0,0,1,0,1,100,20,19:34,marapa01
432,Todd Marchant,25,EDM,C,82,14,22,36,3,65,2.9,10,3,1,2,20,2,0,183,7.7,1376,16:47,marchto01
433,Bryan Marchment,29,SJS,D,59,2,6,8,-7,101,1.9,2,0,0,0,6,0,0,49,4.1,1045,17:43,marchbr02
434,Josef Marha,22,TOT,C,32,2,6,8,1,4,0.4,1,1,0,1,6,0,0,45,4.4,442,13:49,marhajo01
434,Josef Marha,22,CHI,C,22,2,5,7,5,4,0.6,1,1,0,1,5,0,0,32,6.3,322,14:37,marhajo01
434,Josef Marha,22,MDA,C,10,0,1,1,-4,0,-0.2,0,0,0,0,1,0,0,13,0,120,12:02,marhajo01
435,Danny Markov,22,TOR,D,57,4,8,12,5,47,2,4,0,0,0,7,0,1,34,11.8,1065,18:41,markoda01
436,Patrick Marleau,19,SJS,C,81,21,24,45,10,24,5.4,17,4,0,4,18,6,0,134,15.7,1230,15:11,marlepa01
437,Grant Marshall,25,DAL,RW,82,13,18,31,1,85,3.1,11,2,0,4,15,3,0,112,11.6,1037,12:39,marshgr01
438,Jason Marshall,27,MDA,D,72,1,7,8,-5,142,2.3,1,0,0,0,7,0,0,63,1.6,1375,19:06,marshja02
439,Steve Martins,26,OTT,C,36,4,3,7,4,10,0.8,3,1,0,1,3,0,0,27,14.8,305,8:28,martist02
440,Marquis Mathieu,25,BOS,C,9,0,0,0,-1,8,-0.1,0,0,0,0,0,0,0,4,0,66,7:20,mathima01
441,Christian Matte,24,COL,RW,7,1,1,2,-2,0,0.1,1,0,0,0,1,0,0,9,11.1,54,7:45,mattech01
442,Stephane Matteau,29,SJS,LW,68,8,15,23,2,73,1.9,8,0,0,0,13,1,1,72,11.1,923,13:34,mattest01
443,Richard Matvichuk,25,DAL,D,64,3,9,12,23,51,5.3,2,1,0,0,7,1,1,54,5.6,1364,21:19,matviri01
444,Brad May,27,VAN,LW,66,6,11,17,-14,102,0.5,5,1,0,1,6,4,1,91,6.6,862,13:04,maybr01
445,Jamal Mayers,24,STL,C,34,4,5,9,-3,40,0.8,4,0,0,0,5,0,0,48,8.3,277,8:08,mayerja01
446,Chris McAllister,23,TOT,D,48,1,3,4,-3,102,0.5,1,0,0,0,3,0,0,18,5.6,444,9:16,mcallch01
446,Chris McAllister,23,VAN,D,28,1,1,2,-7,63,0,1,0,0,0,1,0,0,6,16.7,165,5:53,mcallch01
446,Chris McAllister,23,TOR,D,20,0,2,2,4,39,0.5,0,0,0,0,2,0,0,12,0,280,13:59,mcallch01
447,Chris McAlpine,27,STL,D,51,1,1,2,-10,50,0.3,1,0,0,0,1,0,0,56,1.8,655,12:51,mcalpch01
448,Dean McAmmond,25,TOT,C,77,10,20,30,8,38,2.5,9,1,0,1,16,4,0,138,7.2,1115,14:29,mcammde01
448,Dean McAmmond,25,EDM,C,65,9,16,25,5,36,2.1,8,1,0,0,12,4,0,122,7.4,926,14:15,mcammde01
448,Dean McAmmond,25,CHI,C,12,1,4,5,3,2,0.4,1,0,0,1,4,0,0,16,6.3,189,15:43,mcammde01
449,Mike McBain,22,TBL,D,37,0,6,6,-11,14,0.4,0,0,0,0,6,0,0,22,0,548,14:49,mcbaimi01
450,Bryan McCabe,23,VAN,D,69,7,14,21,-11,120,3.9,4,1,2,0,7,6,1,98,7.1,1671,24:13:00,mccabbr01
451,Sandy McCarthy,26,TOT,RW,80,5,8,13,-24,160,-0.4,4,1,0,0,8,0,0,107,4.7,884,11:03,mccarsa01
451,Sandy McCarthy,26,TBL,RW,67,5,7,12,-22,135,-0.2,4,1,0,0,7,0,0,89,5.6,739,11:02,mccarsa01
451,Sandy McCarthy,26,PHI,RW,13,0,1,1,-2,25,-0.2,0,0,0,0,1,0,0,18,0,145,11:09,mccarsa01
452,Darren McCarty,26,DET,RW,69,14,26,40,10,108,3.9,8,6,0,1,22,3,1,140,10,1178,17:04,mccarda02
453,Alyn McCauley,21,TOR,C,39,9,15,24,7,2,2.4,8,1,0,1,11,4,0,76,11.8,592,15:10,mccaual01
454,Trent McCleary,26,MTL,RW,46,0,0,0,-1,29,-0.4,0,0,0,0,0,0,0,18,0,268,5:50,mccletr01
455,Shawn McEachern,29,OTT,LW,77,31,25,56,8,46,7,24,7,0,4,19,6,0,223,13.9,1444,18:45,mceacsh01
456,Dan McGillis,26,PHI,D,78,8,37,45,16,61,8.5,2,6,0,4,16,21,0,164,4.9,1691,21:41,mcgilda01
457,Marty McInnis,28,TOT,C,81,19,35,54,-15,42,4.8,7,11,1,5,17,17,1,146,13,1507,18:36,mcinnma01
457,Marty McInnis,28,MDA,C,75,18,34,52,-14,36,4.7,6,11,1,5,16,17,1,139,12.9,1424,18:59,mcinnma01
457,Marty McInnis,28,CGY,C,6,1,1,2,-1,6,0.1,1,0,0,0,1,0,0,7,14.3,83,13:51,mcinnma01
458,Randy McKay,32,NJD,RW,70,17,20,37,10,143,4,14,3,0,5,16,4,0,136,12.5,1127,16:06,mckayra02
459,Jay McKee,21,BUF,D,72,0,6,6,20,75,3.6,0,0,0,0,5,0,1,57,0,1474,20:28,mckeeja01
